Bug_id,Timestamp,Components
326080,2006-02-06 03:14:36,Creating/Changing Bugs
326122,2006-02-06 10:53:56,Whining
326142,2006-02-06 13:27:57,Documentation
326217,2006-02-07 01:18:20,Creating/Changing Bugs
326311,2006-02-07 13:46:11,Reporting/Charting
326451,2006-02-08 11:06:28,Attachments & Requests
326803,2006-02-11 04:43:39,Creating/Changing Bugs
326862,2006-02-11 19:45:39,Database
326946,2006-02-12 13:58:21,Query/Bug List
326949,2006-02-12 14:26:53,Database
327193,2006-02-14 12:47:51,Bugzilla-General
327262,2006-02-15 00:43:46,Database
327289,2006-02-15 06:35:44,User Accounts
327334,2006-02-15 11:06:26,Creating/Changing Bugs
327348,2006-02-15 11:54:43,Whining
327355,2006-02-15 12:56:34,User Accounts
327375,2008-01-30 12:12:11,Bugzilla-General
327426,2006-02-15 23:53:35,Bugzilla-General
327624,2006-02-17 05:02:57,Attachments & Requests
327625,2006-02-17 05:05:18,Attachments & Requests
327626,2006-02-17 05:06:17,Attachments & Requests
327628,2006-02-17 05:57:09,Attachments & Requests
327690,2006-02-17 17:41:06,Email Notifications
327801,2006-02-19 03:17:01,Bugzilla-General
327904,2006-02-20 02:22:24,Creating/Changing Bugs
328013,2006-02-21 00:39:21,Database
328019,2006-02-21 01:09:11,Email Notifications
328031,2006-02-21 04:14:11,Documentation
328063,2006-02-21 09:41:43,Installation & Upgrading
328089,2006-02-21 11:28:29,User Interface
328108,2006-02-21 14:11:45,Installation & Upgrading
328166,2006-02-21 23:16:24,Administration
328172,2006-02-22 01:09:41,Reporting/Charting
328203,2006-02-22 07:01:07,Administration
328239,2006-02-22 14:19:05,Administration
328244,2006-02-22 16:12:56,bugzilla.org
328274,2006-02-23 00:10:41,Email Notifications
328330,2006-02-23 09:02:01,Documentation
328332,2006-02-23 09:14:00,Database
328371,2006-02-23 13:57:04,User Accounts
328379,2006-02-23 15:22:28,Administration
328385,2006-02-23 16:01:49,User Interface
328484,2006-02-24 08:53:18,Bugzilla-General
328493,2006-02-24 09:28:34,Bugzilla-General
328507,2006-02-24 11:07:38,Bugzilla-General
328615,2006-02-25 18:28:35,User Accounts
328628,2006-02-26 00:32:21,Attachments & Requests
328689,2006-02-26 18:32:34,User Accounts
328709,2006-02-27 02:40:01,Reporting/Charting
328730,2006-02-27 06:39:01,Query/Bug List
328739,2006-02-27 07:41:07,Reporting/Charting
328801,2006-02-27 18:25:38,User Interface
328815,2006-02-27 23:12:32,Bug Import/Export & Moving
328848,2009-11-24 18:32:01,Extensions
328852,2006-02-28 07:56:22,Query/Bug List
329042,2006-03-01 15:20:45,User Interface
329082,2006-03-02 02:12:08,User Interface
329163,2006-03-02 14:14:37,Administration
329172,2006-03-02 15:37:38,Bugzilla-General
329177,2006-03-02 17:13:31,Installation & Upgrading
329178,2006-03-02 17:14:19,Database
329189,2006-03-02 18:57:33,Bugzilla-General
329193,2006-03-02 19:22:48,bugzilla.org
329194,2006-03-02 19:31:02,bugzilla.org
329195,2006-03-02 19:35:43,bugzilla.org
329196,2006-03-02 19:40:38,bugzilla.org
329197,2006-03-02 19:47:17,bugzilla.org
329214,2006-03-03 01:29:12,Bugzilla-General
329289,2006-03-03 14:37:49,Bugzilla-General
329295,2006-03-03 15:37:43,Testing Suite
329323,2006-03-04 03:50:07,Attachments & Requests
329334,2006-03-04 05:51:28,Bugzilla-General
329374,2006-03-04 15:29:34,Administration
329390,2006-03-04 20:24:03,Creating/Changing Bugs
329528,2006-03-06 10:01:16,User Interface
329532,2006-03-06 10:45:56,Attachments & Requests
329537,2006-03-06 11:26:11,Database
329556,2006-03-06 14:29:37,Bugzilla-General
329602,2006-03-07 02:56:11,Testing Suite
329628,2006-04-21 11:34:12,Documentation
329629,2006-03-07 07:56:03,Bugzilla-General
329630,2006-03-07 07:56:38,Bugzilla-General
329632,2006-03-07 07:59:12,bugzilla.org
329638,2006-03-07 08:33:50,Bugzilla-General
329730,2006-03-07 22:48:59,Creating/Changing Bugs
329760,2006-03-08 03:12:12,bugzilla.org
329783,2006-03-08 07:10:49,Attachments & Requests
329789,2006-03-08 07:49:38,Creating/Changing Bugs
330016,2006-03-10 01:43:22,Administration
330186,2006-03-11 10:40:51,Creating/Changing Bugs
330304,2006-03-12 20:30:22,bugzilla.org
330310,2006-03-13 00:31:21,Installation & Upgrading
330339,2006-03-13 06:51:13,Bugzilla-General
330365,2006-03-13 10:21:01,Query/Bug List
330430,2006-03-13 23:36:11,Creating/Changing Bugs
330439,2006-03-14 01:25:23,Email Notifications
330476,2006-03-14 08:18:44,Installation & Upgrading
330485,2006-03-14 10:39:09,User Interface
330502,2006-03-14 12:38:51,Administration
330519,2006-03-14 14:45:37,Bugzilla-General
330555,2006-03-15 02:45:57,Bugzilla-General
330577,2006-03-15 07:25:30,Bugzilla-General
330580,2006-03-15 08:19:35,Database
330583,2006-03-15 08:31:51,Bugzilla-General
330588,2006-03-15 08:46:48,Bugzilla-General
330599,2006-03-15 10:04:27,Installation & Upgrading
330633,2006-03-15 16:17:09,Administration
330686,2006-03-16 06:45:49,Administration
330700,2006-03-16 08:25:31,Bugzilla-General
330717,2006-03-16 10:19:31,Bugzilla-General
330788,2006-03-16 22:20:26,Reporting/Charting
330804,2006-06-02 07:39:25,User Interface
330805,2006-03-17 01:27:21,Bugzilla-General
330806,2006-03-17 01:34:01,Bugzilla-General
330837,2006-03-17 08:24:50,Bugzilla-General
330838,2006-06-02 08:24:42,User Interface
330840,2006-03-17 08:28:16,Administration
330841,2006-03-17 08:29:50,Administration
330843,2006-03-17 08:30:32,Administration
330844,2006-03-17 08:33:11,Attachments & Requests
330849,2006-03-17 08:41:53,Creating/Changing Bugs
330931,2006-03-18 05:22:12,Email Notifications
330944,2006-03-18 07:54:47,Bugzilla-General
330984,2006-03-18 18:44:53,Administration
330985,2006-03-21 10:47:06,Query/Bug List
330986,2006-03-18 19:11:45,Attachments & Requests
330987,2006-03-18 19:15:34,Administration
330988,2006-03-18 19:21:04,Administration
330989,2006-03-18 19:25:51,Creating/Changing Bugs
330996,2006-03-20 12:04:24,Bugzilla-General
331003,2006-03-18 20:41:10,Administration
331004,2006-03-18 22:05:57,Creating/Changing Bugs
331005,2006-03-18 22:14:22,Creating/Changing Bugs
331006,2006-03-18 22:14:27,Creating/Changing Bugs
331072,2006-03-19 22:45:10,Documentation
331076,2006-03-20 00:08:32,Administration
331191,2006-03-21 01:50:27,Bugzilla-General
331313,2006-03-21 23:17:38,User Accounts
331343,2006-03-22 09:34:35,Attachments & Requests
331365,2006-03-22 09:29:11,Email Notifications
331486,2006-03-23 09:02:10,Creating/Changing Bugs
331489,2006-03-23 09:13:39,Creating/Changing Bugs
331534,2006-03-23 16:47:12,Documentation
331555,2006-03-23 23:08:53,Attachments & Requests
331583,2006-03-24 04:02:57,Database
331587,2006-03-24 05:04:58,Bugzilla-General
331643,2006-03-24 13:04:27,Attachments & Requests
331688,2006-03-25 02:47:51,Bugzilla-General
331691,2006-03-25 03:22:08,Query/Bug List
331811,2006-03-26 15:46:50,Documentation
331816,2006-03-26 19:06:13,Database
332064,2006-03-28 20:02:30,Administration
332142,2006-03-29 09:43:57,Administration
332190,2006-03-29 20:42:33,Bugzilla-General
332235,2006-03-30 05:01:35,Query/Bug List
332351,2006-03-31 02:13:31,Bugzilla-General
332518,2006-04-02 10:02:31,Administration
332555,2006-04-03 01:00:26,Installation & Upgrading
332600,2006-04-03 10:36:34,Database
332692,2006-04-04 05:18:11,Query/Bug List
332705,2006-04-04 06:44:20,Creating/Changing Bugs
332709,2006-04-04 07:11:05,Creating/Changing Bugs
332891,2006-04-05 13:14:38,User Interface
332906,2006-04-05 14:56:10,User Accounts
332969,2006-04-06 00:55:33,Creating/Changing Bugs
332995,2006-04-08 14:38:19,Creating/Changing Bugs
333031,2006-04-06 09:56:16,Creating/Changing Bugs
333158,2006-04-07 10:18:01,Installation & Upgrading
333195,2006-04-07 15:55:11,Creating/Changing Bugs
333326,2006-04-09 05:56:19,Email Notifications
333407,2006-04-09 22:52:50,Attachments & Requests
333442,2006-04-10 06:53:44,Installation & Upgrading
333469,2006-04-10 10:16:33,Query/Bug List
333581,2006-04-11 05:18:36,Creating/Changing Bugs
333648,2006-04-11 14:01:28,Attachments & Requests
333682,2006-04-11 21:01:46,Administration
333750,2006-04-12 09:15:23,Email Notifications
333772,2006-04-12 12:44:49,Creating/Changing Bugs
333774,2006-04-12 13:17:33,Email Notifications
333836,2006-04-13 00:54:56,User Interface
333844,2006-04-13 03:44:52,Creating/Changing Bugs
333867,2006-04-13 06:44:28,User Interface
333870,2006-04-13 07:04:46,User Interface
333998,2006-04-14 06:24:15,Testing Suite
334001,2006-04-14 06:43:12,bugzilla.org
334023,2006-04-14 09:00:14,Attachments & Requests
334059,2006-04-14 14:01:08,Query/Bug List
334344,2006-04-17 05:24:45,Creating/Changing Bugs
334569,2006-04-18 16:34:26,Bug Import/Export & Moving
334617,2006-04-19 01:49:44,Bug Import/Export & Moving
334620,2006-04-19 02:05:53,Bug Import/Export & Moving
334831,2006-04-20 07:20:52,Bugzilla-General
334860,2006-04-20 11:44:13,Administration
335064,2006-04-22 01:43:54,Reporting/Charting
335087,2006-04-22 07:41:23,User Interface
335150,2006-04-23 06:30:47,Installation & Upgrading
335157,2006-04-23 10:14:42,Query/Bug List
335177,2006-04-23 14:07:29,User Interface
335191,2006-04-23 16:49:33,Creating/Changing Bugs
335354,2006-04-25 00:52:59,Administration
335389,2006-04-25 06:58:06,Attachments & Requests
335417,2006-04-25 10:32:51,Administration
335420,2006-04-25 10:37:38,Bugzilla-General
335488,2006-04-25 23:58:55,Query/Bug List
335522,2006-04-26 05:50:11,Query/Bug List
335572,2006-04-26 11:08:40,Installation & Upgrading
335633,2006-04-26 21:02:30,Documentation
335743,2006-04-27 12:48:32,Installation & Upgrading
335760,2006-04-27 15:32:03,Bugzilla-General
335805,2006-04-28 05:30:59,User Interface
335821,2006-04-28 06:40:33,Query/Bug List
335857,2006-04-28 11:39:51,Documentation
335999,2006-04-30 04:29:13,Documentation
336005,2006-04-30 05:22:53,Documentation
336018,2006-04-30 07:14:31,User Interface
336019,2006-04-30 07:17:00,User Interface
336146,2006-05-01 08:00:58,User Accounts
336239,2006-05-02 02:44:47,User Interface
336251,2006-05-02 05:04:04,User Interface
336260,2006-05-02 06:15:25,Email Notifications
336411,2006-05-03 03:20:06,Attachments & Requests
336614,2006-05-04 06:43:06,Query/Bug List
336861,2006-05-05 23:20:31,Administration
336890,2006-05-06 07:15:01,User Interface
337026,2006-05-07 08:05:04,Creating/Changing Bugs
337073,2006-05-07 16:35:49,Creating/Changing Bugs
337118,2006-05-08 03:10:48,Creating/Changing Bugs
337151,2006-05-08 09:32:40,bugzilla.org
337209,2006-05-08 14:46:40,Administration
337258,2006-05-08 23:34:11,User Interface
337444,2006-05-10 07:26:15,Testing Suite
337485,2006-05-10 11:00:32,Installation & Upgrading
337661,2006-05-11 20:05:22,User Accounts
337670,2006-05-11 22:26:02,Query/Bug List
337681,2006-05-12 01:06:33,User Accounts
337683,2006-05-12 01:13:13,User Accounts
337684,2006-05-12 01:21:57,User Accounts
337701,2006-05-12 04:46:24,Testing Suite
337705,2006-05-12 05:23:34,User Accounts
337717,2006-05-12 06:28:50,Whining
337747,2006-05-12 10:08:18,Bugzilla-General
337777,2006-05-12 13:53:15,Documentation
337864,2006-05-13 11:18:26,Creating/Changing Bugs
337947,2006-05-14 13:44:55,Bugzilla-General
337948,2006-05-14 14:44:25,Creating/Changing Bugs
337989,2006-05-15 04:29:29,Administration
337990,2006-05-15 04:35:19,User Interface
337994,2006-05-15 04:47:05,User Accounts
337995,2006-05-15 05:18:43,Bugzilla-General
337996,2006-05-15 05:26:05,Bugzilla-General
338157,2006-05-16 06:57:58,Creating/Changing Bugs
338162,2006-05-17 09:06:24,Administration
338365,2006-05-17 13:55:49,Email Notifications
338422,2006-05-18 03:53:28,Query/Bug List
338434,2006-05-18 06:00:14,Documentation
338435,2006-05-18 06:02:59,Documentation
338439,2006-05-18 06:33:35,Documentation
338486,2006-05-18 13:47:29,Attachments & Requests
338548,2006-05-19 06:01:26,Creating/Changing Bugs
338573,2006-05-19 08:56:02,User Accounts
338623,2006-05-19 21:32:50,Documentation
338633,2006-05-20 03:14:07,Creating/Changing Bugs
338799,2006-05-22 00:51:47,Query/Bug List
338816,2006-05-22 04:39:01,Bugzilla-General
338869,2006-05-22 10:57:04,Query/Bug List
338965,2006-05-23 03:43:13,Creating/Changing Bugs
339093,2006-05-24 03:16:20,Bugzilla-General
339270,2006-05-25 13:18:29,Query/Bug List
339357,2006-05-26 09:45:09,Attachments & Requests
339369,2012-07-03 14:02:54,User Interface
339451,2006-05-27 11:03:25,Documentation
339667,2006-05-30 03:35:51,Attachments & Requests
339679,2006-05-30 06:27:00,User Interface
339684,2006-05-30 06:58:22,Attachments & Requests
339731,2006-05-30 12:15:52,User Accounts
339820,2006-05-31 06:41:26,Creating/Changing Bugs
339858,2006-05-31 11:56:08,User Accounts
339877,2006-05-31 13:33:59,User Interface
340026,2006-06-01 14:07:52,User Accounts
340104,2006-06-02 05:20:40,User Accounts
340116,2006-06-02 07:00:33,Attachments & Requests
340126,2006-06-02 08:31:13,Installation & Upgrading
340130,2006-06-02 08:51:04,Documentation
340139,2006-06-02 09:38:21,Attachments & Requests
340154,2006-06-02 11:21:51,User Interface
340210,2006-06-02 20:35:56,Creating/Changing Bugs
340223,2006-06-03 02:41:26,Bugzilla-General
340239,2006-06-03 06:23:20,Reporting/Charting
340253,2006-06-03 08:49:14,Bugzilla-General
340309,2006-06-04 03:57:14,Creating/Changing Bugs
340350,2006-06-04 14:38:01,Testing Suite
340499,2006-06-06 02:58:04,Query/Bug List
340524,2006-06-06 06:03:14,Creating/Changing Bugs
340525,2006-06-06 06:09:29,Installation & Upgrading
340538,2006-06-06 07:17:11,Bugzilla-General
340609,2006-06-06 17:46:01,Attachments & Requests
340713,2006-06-07 10:35:33,Documentation
340820,2006-06-08 04:25:01,bugzilla.org
340821,2006-06-08 04:27:39,Documentation
340828,2006-06-08 05:42:17,Email Notifications
340837,2006-06-08 07:21:13,Bugzilla-General
340838,2006-06-08 07:22:07,Bugzilla-General
340848,2006-06-08 08:30:22,User Interface
340884,2007-08-22 12:09:35,Query/Bug List
340892,2006-06-08 14:37:04,Query/Bug List
340904,2006-06-08 15:39:32,Documentation
340931,2006-06-08 19:55:12,Installation & Upgrading
340967,2006-06-09 05:39:56,User Accounts
340991,2006-06-09 09:31:09,Creating/Changing Bugs
341086,2006-06-10 10:17:52,Attachments & Requests
341088,2006-06-10 10:21:39,Installation & Upgrading
341091,2006-06-10 10:36:14,Installation & Upgrading
341192,2006-06-11 14:52:40,Bugzilla-General
341193,2006-06-11 15:05:36,bugzilla.org
341194,2006-06-11 15:01:31,Bugzilla-General
341195,2006-06-11 15:08:11,bugzilla.org
341196,2006-06-11 15:08:16,bugzilla.org
341197,2006-06-11 15:14:16,bugzilla.org
341198,2006-06-11 15:18:28,bugzilla.org
341244,2006-06-12 05:35:00,User Accounts
341267,2006-06-12 08:34:45,User Interface
341273,2006-06-12 09:09:23,User Interface
341284,2006-06-12 10:46:27,Query/Bug List
341285,2006-06-12 10:55:46,bugzilla.org
341374,2006-06-13 04:20:23,Database
341449,2006-06-13 15:12:59,Email Notifications
341453,2006-06-13 15:53:52,Reporting/Charting
341454,2006-06-13 16:01:22,Bugzilla-General
341456,2006-06-13 16:04:14,Bugzilla-General
341492,2006-06-14 00:56:06,Reporting/Charting
341508,2006-06-14 03:45:26,User Interface
341539,2006-06-14 08:35:49,User Interface
341616,2006-06-15 00:08:51,Reporting/Charting
341689,2006-06-15 14:08:38,Attachments & Requests
341809,2006-06-16 11:32:51,Bugzilla-General
341812,2006-06-16 11:50:20,Documentation
341822,2006-06-16 13:10:08,Database
341866,2006-06-17 05:50:36,Administration
341867,2006-06-17 05:57:46,Creating/Changing Bugs
341869,2006-06-17 07:18:52,User Interface
342033,2006-06-19 08:08:06,Email Notifications
342053,2006-06-19 10:32:46,Bugzilla-General
342060,2006-06-19 11:50:48,Installation & Upgrading
342104,2006-06-19 21:23:21,Query/Bug List
342114,2006-06-19 22:05:53,Bugzilla-General
342121,2006-06-19 23:39:21,Bugzilla-General
342130,2006-06-20 01:03:32,User Interface
342238,2006-06-20 16:46:25,Bugzilla-General
342270,2006-06-21 01:26:30,Bugzilla-General
342271,2006-06-21 01:50:20,Installation & Upgrading
342388,2006-06-22 00:38:27,Installation & Upgrading
342400,2006-06-22 02:05:45,User Interface
342404,2006-06-22 02:30:04,Creating/Changing Bugs
342410,2006-06-22 04:29:25,User Accounts
342519,2006-06-23 03:22:29,Administration
342528,2006-06-23 05:51:05,Bugzilla-General
342731,2006-06-26 03:08:52,Installation & Upgrading
342740,2006-06-26 05:01:57,Query/Bug List
342757,2006-06-26 07:52:36,Query/Bug List
342828,2006-06-28 04:01:49,Creating/Changing Bugs
342842,2006-06-27 02:00:03,User Interface
342861,2006-06-27 04:15:20,Installation & Upgrading
343050,2006-06-28 14:46:59,Email Notifications
343166,2006-06-29 10:00:32,Bugzilla-General
343189,2006-06-29 12:17:54,Installation & Upgrading
343248,2006-06-30 05:13:48,Bugzilla-General
343294,2006-06-30 15:56:59,Bugzilla-General
343337,2006-07-01 09:04:49,Creating/Changing Bugs
343361,2006-07-01 14:40:11,Bugzilla-General
343364,2006-07-01 14:51:51,Creating/Changing Bugs
343418,2006-07-02 07:47:14,User Interface
343421,2006-07-02 08:57:32,Bugzilla-General
343566,2006-07-04 07:09:24,Testing Suite
343699,2006-07-05 16:41:12,Bugzilla-General
343702,2006-07-05 17:03:54,Bugzilla-General
343725,2006-07-06 00:21:24,Reporting/Charting
343726,2006-07-06 00:22:48,Reporting/Charting
343728,2006-07-06 00:59:00,Reporting/Charting
343752,2006-07-06 06:12:23,Query/Bug List
343770,2006-07-06 08:32:36,Administration
343802,2006-07-06 13:23:12,Bugzilla-General
343916,2006-07-07 13:16:02,User Interface
344043,2006-07-09 10:51:35,Email Notifications
344055,2006-07-09 14:32:38,Installation & Upgrading
344106,2006-07-10 04:52:25,Installation & Upgrading
344141,2006-07-10 09:36:10,Email Notifications
344169,2006-07-10 13:01:20,Reporting/Charting
344260,2006-07-11 08:48:31,Installation & Upgrading
344282,2006-07-11 11:55:48,Installation & Upgrading
344293,2006-07-11 12:49:40,User Interface
344298,2006-07-11 13:15:19,Bug Import/Export & Moving
344342,2006-07-12 02:32:49,Database
344419,2006-07-12 12:00:13,Bugzilla-General
344432,2006-07-12 12:55:49,Query/Bug List
344448,2006-07-12 15:35:21,Administration
344497,2006-07-13 00:55:39,Creating/Changing Bugs
344507,2006-07-13 02:36:23,User Accounts
344516,2006-07-13 04:15:39,Reporting/Charting
344527,2006-07-13 05:16:15,Reporting/Charting
344547,2006-07-13 07:37:12,Creating/Changing Bugs
344612,2006-07-13 15:09:51,Installation & Upgrading
344647,2006-07-13 22:33:42,Installation & Upgrading
344661,2006-07-14 01:08:25,Installation & Upgrading
344727,2006-07-14 12:47:43,Documentation
344748,2006-07-16 05:15:54,Attachments & Requests
344903,2006-07-16 22:54:03,bugzilla.org
344915,2006-07-17 02:56:18,Installation & Upgrading
344917,2006-07-17 03:17:17,User Interface
344935,2006-07-17 08:06:52,Query/Bug List
344944,2006-07-17 09:04:32,Bugzilla-General
344961,2006-07-17 11:06:49,User Interface
345011,2006-07-17 19:15:06,Attachments & Requests
345032,2006-07-18 03:22:47,Attachments & Requests
345104,2006-07-18 11:58:32,User Interface
345200,2006-07-19 05:30:39,Creating/Changing Bugs
345241,2006-07-19 12:44:49,Creating/Changing Bugs
345244,2006-07-19 12:56:51,Creating/Changing Bugs
345313,2006-07-20 02:54:35,Creating/Changing Bugs
345346,2006-07-20 08:26:28,Bugzilla-General
345359,2006-07-20 10:05:29,Administration
345364,2006-07-20 14:34:54,User Interface
345381,2006-07-20 13:10:44,Administration
345389,2006-07-20 14:29:01,Installation & Upgrading
345405,2006-07-20 16:57:57,Bugzilla-General
345480,2006-07-21 06:15:52,Creating/Changing Bugs
345504,2006-07-21 08:56:14,Attachments & Requests
345547,2006-07-21 16:19:07,Bugzilla-General
345652,2006-07-23 10:20:20,Attachments & Requests
345680,2006-07-23 17:06:45,Documentation
345701,2006-07-23 23:37:49,Email Notifications
345728,2006-07-24 06:08:26,Email Notifications
345790,2006-07-24 13:59:04,Creating/Changing Bugs
345929,2006-07-25 17:06:14,Creating/Changing Bugs
345958,2006-07-26 00:48:27,Attachments & Requests
345959,2006-07-26 01:04:38,Bugzilla-General
345970,2006-07-26 03:58:57,User Interface
345971,2006-07-26 04:01:42,User Interface
346086,2006-07-27 03:36:11,Attachments & Requests
346091,2006-07-27 05:54:09,Administration
346121,2006-07-27 08:12:57,Attachments & Requests
346124,2006-07-27 08:16:32,Administration
346155,2006-07-27 10:00:21,Administration
346245,2006-07-27 22:10:02,User Accounts
346249,2006-07-29 00:41:57,Creating/Changing Bugs
346280,2006-07-28 04:01:10,Reporting/Charting
346295,2006-07-28 06:02:29,Installation & Upgrading
346329,2006-07-28 10:04:07,Reporting/Charting
346350,2006-07-28 12:21:27,Documentation
346451,2006-07-29 11:22:30,Reporting/Charting
346501,2006-07-29 22:55:31,Bugzilla-General
346502,2006-07-30 05:36:09,Documentation
346504,2006-07-30 05:36:35,Documentation
346505,2006-09-23 19:41:17,Documentation
346506,2006-07-29 23:01:10,bugzilla.org
346507,2006-07-29 23:02:12,bugzilla.org
346508,2006-07-29 23:03:16,bugzilla.org
346509,2006-07-29 23:04:09,bugzilla.org
346510,2006-07-29 23:04:38,bugzilla.org
346524,2006-07-30 02:04:56,bugzilla.org
346525,2006-07-30 02:05:03,bugzilla.org
346564,2006-07-30 08:51:23,Bug Import/Export & Moving
346667,2006-07-31 04:10:08,Email Notifications
346674,2006-07-31 04:58:49,User Interface
346691,2006-07-31 08:07:47,Email Notifications
346733,2006-07-31 11:30:41,Administration
346814,2006-08-01 00:12:38,Administration
346838,2006-08-01 04:38:31,Administration
347067,2006-08-02 13:22:50,Documentation
347124,2006-08-02 23:06:20,bugzilla.org
347228,2006-08-03 10:09:13,Query/Bug List
347269,2006-08-03 14:06:13,Administration
347272,2006-08-03 14:20:12,Administration
347277,2006-08-03 14:59:30,Administration
347360,2006-08-04 05:01:34,Attachments & Requests
347387,2006-08-04 08:34:09,Bugzilla-General
347453,2006-08-04 14:13:32,Installation & Upgrading
347517,2006-08-05 02:20:48,Creating/Changing Bugs
347619,2006-08-06 05:45:00,Installation & Upgrading
347699,2006-08-06 20:47:28,Query/Bug List
347706,2006-08-06 21:27:10,Installation & Upgrading
347707,2006-08-06 21:35:57,Administration
347712,2006-08-06 23:56:26,bugzilla.org
347713,2006-08-07 00:01:38,Administration
347721,2006-08-07 01:17:48,Query/Bug List
347777,2006-08-07 09:39:19,Creating/Changing Bugs
347809,2006-08-07 13:45:54,Administration
347811,2006-08-07 14:04:24,User Interface
347817,2006-08-07 15:09:57,Creating/Changing Bugs
347818,2006-08-07 15:22:45,Bugzilla-General
347845,2006-08-08 00:04:59,Bugzilla-General
347871,2006-08-08 05:16:24,Installation & Upgrading
347893,2006-08-08 07:25:40,User Interface
347991,2006-08-08 23:37:20,Administration
347997,2006-08-09 00:59:00,User Accounts
348056,2006-08-09 08:29:30,bugzilla.org
348070,2006-08-09 09:08:16,Attachments & Requests
348102,2006-08-09 11:45:01,Email Notifications
348166,2006-08-09 21:50:10,User Interface
348184,2006-08-10 00:35:03,Bugzilla-General
