Bug_id,Timestamp,Summary
326060,2006-02-06 00:11:48,Templates should not check for flag.setter; it is always known
326080,2006-02-06 03:14:36,Dependency graph has troubles with local graphviz path containing spaces
326122,2006-02-06 10:53:56,Whine mails lack the trailing MIME boundary
326142,2006-02-06 13:27:57,usemenuforusers appears not to work due to admin or usevisibilitygroup settings
326217,2006-02-07 01:18:20,Change Several Bugs at Once goes into an endless loop
326311,2006-02-07 13:46:11,New charts do not honor terms.bug
326451,2006-02-08 11:06:28,Clearing cookies during creation of attachment leads to error - Undefined subroutine Fh::slice
326803,2006-02-11 04:43:39,"Wrong colspan for ""summarize time"" link below time tracking bar on show_bug.cgi"
326862,2006-02-11 19:45:39,More than one UNIQUE key was created for column `name`
326946,2006-07-22 11:42:26,Hide resolved bugs by default when accessing showdependencytree.cgi from show_bug.cgi
326949,2006-02-12 14:26:53,Bugzilla fails to install on MySQL in a shared database
327193,2006-02-14 12:47:51,Investigate What Backwards-Compatibility Code Can Be Removed for Bugzilla 3.0
327262,2006-02-15 00:43:46,Taking Backup of the Database creates an SQL script which is incorrect.
327289,2006-02-15 09:15:11,[PostgreSQL] SQL crash when a new user logs in for the first time using the 'Env' auth method
327334,2006-02-15 11:06:26,undef error - DBD::mysql::db do fail
327348,2006-02-27 14:14:22,Whining fails on MySQL 4.0 due to multiple date addition
327355,2006-02-15 12:56:34,Email preferences are not set correctly when the user account is created by Env.pm
327375,2006-02-15 14:43:09,Encoding of RSS is not declared
327426,2006-02-15 23:53:35,Template_Error caused when MySQL has a 'Got error 127 from storage engine' error
327624,2006-02-17 05:02:57,Missing space in attachment size error
327625,2006-02-17 05:05:18,Attachment.cgi radio should default to *anything*
327626,2006-02-17 05:06:17,"Attachment.cgi errors should *always* list your comment, description, filename and such in their error"
327628,2006-02-17 05:57:09,xzczcZCZ
327690,2006-02-17 17:41:06,Error in c:/Perl/lib/CGI/Carp.pm line 314 every time email attempts to send
327801,2006-02-19 03:17:01,CGI.pl's $::buffer should contain neither Bugzilla_login nor Bugzilla_password
327904,2006-02-20 02:22:24,"Internal error in Config.pm, line 151"
328013,2006-02-21 00:39:21,UTF-8 connect to mysql
328019,2006-02-21 01:09:11,not response after send email by smtp metod
328031,2006-02-21 04:14:11,"Remove duplicate ""the the"" from using.xml"
328063,2006-02-21 14:34:42,[PostgreSQL] Bugzilla::DB::Pg does not support adding a new SERIAL-type column to a table
328089,2006-02-21 11:28:29,Additional Comments field columns are constant at 80 cols
328108,2006-02-21 15:06:34,Unable to login on a fresh Bugzilla install using the login form on the home page
328166,2006-02-21 23:16:24,editusers.cgi does not work because it has a Byte Order Mark at the beginning
328172,2006-02-22 01:09:41,collectstats.pl goes away from bugzilla root  directory when graphs subdir is a symbolic link
328203,2006-02-22 07:01:07,Cannot update a product if 'usetargetmilestone' is off (and the default milestone has been previously changed)
328239,2006-02-22 14:19:05,Software error when editing the 'docs_urlbase' parameter
328244,2006-02-22 16:12:56,https://bugzilla.org/ results in the Syndicomm site
328274,2006-02-23 23:02:49,Can add a user twice to the CC list if you use different capitalization
328330,2006-02-27 12:07:41,Add classifications documentation
328332,2006-02-23 13:52:11,[PostgreSQL] DBD::Pg 1.44 & Bugzilla 2.20.1 (checksetup.pl crashes)
328371,2006-02-23 13:57:04,User E-mail notification of new user account verification broken.
328379,2006-02-23 15:22:28,Fix spelling: 'visitng' -> 'visiting'
328385,2006-02-23 16:02:17,"dependency tree images missing from #251656 ""Redesign dependency tree, part 1: fix the tree itself"""
328484,2006-02-24 08:53:18,Can't locate Bugzilla/DB.pm in @INC in bugzilla_email_append.pl
328493,2006-02-24 09:28:34,Can't locate Bugzilla/DB.pm in @INC in bugzilla_email_append.pl
328507,2006-02-24 11:07:38,Can't edit system parameters through Parameters footer
328615,2006-02-26 03:10:37,Watching the same user twice produces a SQL error
328628,2008-12-29 08:26:44,Attachment filenames having UTF8 characters in them are rendered incorrectly
328689,2006-02-26 18:32:34,"DBD::mysql::st execute failed: Duplicate entry '135075-25155' for key 1 [for Statement ""INSERT INTO watch (watched, watcher)"
328709,2006-02-27 02:40:01,Unable to Create Reports / Charts
328730,2006-02-27 06:39:01,Internal Error
328739,2006-02-27 07:41:07,duplicates.cgi: Use of uninitialized value in string ne at (eval 23) line 31.
328801,2006-02-28 01:23:19,"Bug Already Marked Duplicate Error should linkify ""This bug"" and any other bug numbers"
328815,2006-02-27 23:13:36,Full summary of the bug is not shown and not exported
328848,2006-02-28 07:07:26,Show reason of failure for extension_invalid code error
328852,2006-02-28 07:56:22,Search crashes complaining about enablequips param
329042,2006-03-01 15:20:45,Group.html should be groups.html in documentation links
329082,2006-03-02 02:12:08,Remove legacy filterexceptions.pl entries (follow-up from textareas zoom bug)
329163,2006-03-02 14:14:37,No 'settings' template case in generic auth code
329172,2006-03-02 15:37:38,cookies (and other variables) are not cleared in speedycgi
329177,2006-03-02 17:13:31,Bugzilla fails when there are no keywords
329178,2006-03-02 17:14:19,DB::Mysql has old code for MySQL 3.x
329189,2006-03-02 18:57:33,"Release Bugzilla 2.20.2, 2.22, and 2.23.1"
329193,2006-03-02 19:22:48,"Status Update for Bugzilla 2.20.2, 2.22, and 2.23.1"
329194,2006-03-02 19:31:02,"Update ""Download"" Page for Bugzilla 2.20.2, 2.22, and 2.23.1"
329195,2006-03-02 19:35:43,"Update ""Changes"" Page for Bugzilla 2.20.2, 2.22, and 2.23.1"
329196,2006-03-02 19:40:38,"Release/News Announcement for Bugzilla 2.20.2, 2.22, and 2.23.1"
329197,2006-04-22 15:09:40,"Update ""Release Info"" pages for Bugzilla 2.20.2, 2.22, and 2.23.1"
329214,2006-03-03 01:29:12,"When ""makeproductgroup"" is selected, error occurs when creating a product"
329289,2006-03-03 16:07:25,sidebar.xul.tmpl generates version info in output .html
329295,2006-03-03 15:37:43,008filter fails if . is not in PATH
329323,2006-03-04 03:50:07,Some browsers might not pick up comment upon new attachment
329334,2006-03-04 05:51:28,User::match_field() may redirect you outside your Bugzilla installation
329374,2006-03-04 15:29:34,IPW2200 crashes when trying to configure using gnome gui network config
329390,2006-03-04 20:24:03,"Incorrect English in ""You can't make [% terms.abug %] blocked or dependent on itself."""
329528,2006-03-06 10:01:16,"Templates with an empty ""div"" (whose class attribute is, probably, written in Portuguese)"
329532,2006-03-06 10:45:56,attachement is created without data after mysql db crash
329537,2006-03-06 11:36:03,[PostgreSQL] Bugzilla::DB::Pg can't alter a column to be SERIAL
329556,2006-03-06 14:29:37,Internal Server Error on 60% of all clicks
329602,2006-03-07 09:29:41,Test UTF8 RSS �� ������
329628,2006-03-07 13:48:27,Finalize Release Notes for 2.22
329629,2006-03-07 07:56:03,Release Notes for 2.20.2
329630,2006-03-07 07:56:38,Release Notes for 2.23.1
329632,2006-03-07 07:59:12,Update New Features page for Bugzilla 2.22
329638,2009-11-19 09:59:59,https login page switches to http on submit if ssl_redirect = false
329730,2006-03-07 22:48:59,"After implementing classifications, when entering a bug the owner and qa contact aren't prefilled"
329760,2006-03-08 03:12:12,Target Milestone : I need to change it select box to text box
329783,2006-03-08 07:10:49,SQL crash in request.cgi when the status field is used
329789,2006-03-08 07:49:38,Guided doesn't seem to let me specify a component as part of the url
330016,2006-03-10 01:43:22,error if I create component
330186,2006-03-11 10:40:51,Crash when changing the status of a bug which has dependencies
330304,2006-03-12 20:30:22,manual entry target milestone
330310,2006-03-13 09:24:35,[PostgreSQL] Perl crashes during checksetup.pl on Windows ActiveState Perl 5.8.7
330339,2006-03-13 06:51:13,"versioncache file gets corrupted when machine runs out of disk space, does not auto recover"
330365,2006-10-08 01:40:10,"[PostgreSQL] Crash when changing the displayed columns after a ""specific"" search"
330430,2006-03-15 09:33:28,Data too long for column 'thetext' when inserting multi-byte characters
330439,2006-03-14 01:25:23,"""Cancelled Because:"" needs a space after "":"""
330476,2006-03-14 08:18:44,[ActivePerl] checksetup should suggest 'upgrade -install' instead of 'install' for modules that need 'upgrade'
330485,2006-03-14 10:39:09,"Attachment links in comments still say ""edit"" instead of ""details."""
330502,2006-03-14 12:38:51,Provide hooks for defparams.pl
330519,2006-03-14 14:45:37,Remove unused IsInClassification() function from globals.pl
330555,2006-10-14 11:55:29,"[SECURITY] H1, H2 and H3 are not filtered in global/header.html.tmpl"
330577,2006-03-15 07:25:30,"""its"" is wrong in comment"
330580,2006-03-15 09:41:40,[PostgreSQL] Email may or may not be sent from BugMail::ProcessOneBug()
330583,2006-03-15 08:31:51,Bad alignment of ) for Alias
330588,2006-03-15 09:12:23,Missing newline in Search.pm
330599,2006-03-15 15:04:52,"[MySQL 5.1] MySQL does not support ""TYPE"" as part of CREATE TABLE"
330633,2010-03-17 10:20:23,"Remove the ""Reset Form"" button on editparams.cgi"
330686,2006-03-16 06:45:49,"Strange error for ""invalid product"""
330700,2006-03-16 08:25:31,Bugzilla 3.0: Roadmap
330717,2006-03-16 10:19:31,Remove AUTOLOAD from Bug.pm
330788,2006-03-16 22:20:26,Fax Error
330804,2006-03-17 01:21:45,User facing errors shouldn't talk about QA if QA contact is disabled
330805,2006-03-17 01:27:21,User facing product errors should consistently identify the product
330806,2006-03-17 01:34:01,"User facing errors should consistently avoid using ""legal"""
330837,2006-03-17 08:24:50,"Fix sudo_in_progress to not say ""an sudo"""
330838,2006-03-17 08:26:03,"Fix still_unresolved_bugs to not say ""has still"""
330840,2006-03-17 08:28:16,product_not_specified should specify which thing was being edited
330841,2006-03-17 08:29:50,"Pick a standard term to mean ""change a bug's product"""
330843,2006-03-17 08:30:32,"product_disabled says Bugs Entry, it probably should say Bug Entry"
330844,2006-03-17 08:33:11,"patch_too_large should favor ""splitting"" over ""breaking"""
330849,2006-03-17 08:41:53,"milestone_required should use ""select"" instead of ""determine"""
330931,2006-03-18 05:22:12,Bugzilla wraps URLs in request notifications
330944,2006-03-18 07:54:47,Add 'extensions' to .cvsignore
330984,2006-03-18 18:44:53,"milestone_is_default grammar is bad: ""and so"""
330985,2006-03-18 19:05:07,login_required_for_pronoun doesn't make sense
330986,2006-03-27 04:15:15,"Standardize confusing ""local/big file"" storage term for attachments"
330987,2006-03-18 19:15:34,invalid_parameter doesn't indicate what parameter is being given an invalid value
330988,2006-03-20 14:39:21,"Errors should consistently use only one of ""authorized"" or ""authorised"""
330989,2006-03-20 14:43:38,"illegal_change_deps error uses ""empowered"" inconsistently with ""allowed"""
330996,2006-03-18 19:56:54,component_not_valid could be improved
331003,2006-03-18 20:41:10,"auth_failure uses ""put people in or out"""
331004,2006-03-18 22:05:57,alias_is_numeric uses 'another' which to me implies a real one was given/accepted
331005,2006-03-18 22:14:22,alias_is_numeric uses 'another' which to me implies a real one was given/accepted
331006,2006-03-18 22:14:27,alias_is_numeric uses 'another' which to me implies a real one was given/accepted
331072,2006-03-19 22:45:10,bug
331076,2006-03-20 00:08:32,rdfgvaerdfgv
331191,2006-03-21 01:50:27,"No Login with Tab-Browser (Maxthon, IE7Beta2)"
331313,2006-03-21 23:17:38,Env.pm creates user accounts explicitly and thus skips the insert_new_user routine
331343,2006-04-04 12:55:57,The timestamp is quoted twice in Bugzilla::Flag::modify()
331365,2006-03-22 09:29:11,Sendmail complains about a possible attack because there's a newline in the email address
331486,2006-03-23 09:02:10,Change Multiple Bugs process is extremely slow
331489,2006-03-23 09:13:39,Changing Multiple Bugs does not always change all bugs in Selection.
331534,2006-03-23 16:47:12,customization.xml says cookies are never deleted
331555,2006-03-23 23:08:53,flags: label shouldn't appear if there are no flags
331583,2006-03-24 04:02:57,twice utf8 encoding in MySql database
331587,2006-03-24 05:04:58,Dependency Graph for Bug 330700 Crashes Bugzilla
331643,2006-03-24 13:04:27,"Software error: DBD::mysql::st execute failed: Got a packet bigger than 'max_allowed_packet' bytes [for Statement ""INSERT INTO attachments"
331688,2006-03-25 02:47:51,Dependency graph is showing web dot error.
331691,2006-03-25 03:22:08,utf-8 bad truncate  after 'maxlength'
331811,2007-08-04 05:59:33,Configuring database before creation during installation steps
331816,2006-03-26 19:06:13,twice utf8 encoding in MySql database
332064,2006-03-28 20:02:30,scsi:A:0:0: DV failed to configure the device.Please file a bug report against the driver
332142,2006-03-29 09:43:57,Incorrect output when updating components
332190,2006-03-30 20:03:43,Bugzilla does not proccess strings as Unicode strings when UTF-8 parameter is set
332235,2006-03-30 05:01:35,"getting ""500 Line too long limit is 4096"" when requesting bug list"
332351,2006-03-31 02:13:31,Comment added twice while mid-air collision.
332518,2008-03-30 03:55:20,Bugzilla crashes when the sslbase parameter points to an invalid host
332555,2006-04-03 01:00:26,"Use of uninitialized value when clicking on ""login again"" link"
332600,2006-04-03 10:36:34,Perhaps v1.50 should be the minimum DBI version required for Bugzilla.
332692,2006-04-04 05:18:11,Unable to search bugs based on current state of a flag
332705,2006-04-04 09:10:53,Taking a bug when posting a new attachment doesn't update the 'duplicates' table
332709,2006-04-04 07:11:05,Bugzilla chokes on system ( ) or exec ( ) in a comment / when adding bugs
332891,2006-04-05 13:14:38,Missing SET in admin/table.html.tmpl
332906,2006-04-05 14:56:10,Wrong parameters passed to sudo sessions when trying to bypass validation checks
332969,2006-04-06 00:55:33,if Use BIG-5 code add BUG to Bugzilla sometimes  Bugzilla Html code have change GB Code
332995,2009-01-01 13:29:06,Steps to Reproduce not removed from comment when user leaves default content (steps without blanks)
333031,2006-04-09 09:16:10,Uninitialized value when entering a new bug and an alias is given
333158,2006-04-07 10:18:01,how to change default value of some field and add new field
333195,2006-04-07 15:55:11,Cannot post a bug with keywords in it
333326,2006-04-09 05:56:19,Sanitycheck fails to send unsent bugmail when %changer% substitution is used
333407,2006-04-09 22:52:50,file_too_large error should mention AttachURL when enabled
333442,2006-04-10 07:00:09,[MYSQL] checksetup  fails on renaming short_desc key without key kength
333469,2006-04-10 10:16:33,"Add ""comments"" field to advanced search options to reveal bugs receiving attention"
333581,2006-04-11 05:18:36,Provide editbugs as default timetrackinggroup value
333648,2009-04-24 23:36:31,Activity log and bugmail doesn't show a flag change when only requester/setter changes
333682,2006-04-11 21:01:46,editparams.cgi does not retain the new values. It always refers back to default values
333750,2006-04-12 09:15:23,SMTP with authentification
333772,2006-04-12 12:44:49,bugzilla_email_append accepts email from disabled users
333774,2006-04-12 13:17:33,MessageToMTA() needs to call sendmail with -i option
333836,2006-04-13 00:54:56,extra </a> in sudo_password_required message
333844,2006-04-13 03:44:52,Cc: field is filled with all users when usemenuforusers is ON
333867,2006-04-14 02:05:28,Incorrect examples for time units in Advanced Query help
333870,2006-04-13 07:04:46,missing links in sidebar.cgi
333998,2006-04-14 06:24:15,012throwables.t broken on Windows
334001,2006-04-14 06:43:12,"""How to Release Bugzilla"" docs recommend breaking people's LASTORDER cookies"
334023,2006-04-14 09:00:14,Warn when flag requestee doesn't match a bugzilla user rather than setting the requestee to blank/empty/null
334059,2008-08-25 20:18:44,"""Commenter - changed by/from/before/after"" boolean searches yields internal error"
334344,2006-04-17 05:24:45,process_bug.cgi is broken when changing several bugs at once
334569,2006-04-18 16:34:26,MIME::Parser mangles xml files
334617,2006-04-19 01:49:44,importxml.pl crashes when importing bugs having attachments from versions 2.20 or older
334620,2006-04-19 02:05:53,"When calling importxml.pl with the -v option, information is displayed too many times"
334831,2006-04-20 07:20:52,Perl error displayed when not logged into system.
334860,2006-04-20 11:44:13,Can not login as Administrator
335064,2006-04-22 01:43:54,no data to display either with old charts and new charts over time
335087,2006-04-22 07:41:23,"wrong ""login"" reference instead of ""email address"""
335150,2006-04-23 06:30:47,checksetup.pl: Use of uninitialized value in string eq at Bugzilla/DB/Schema.pm line 1383.
335157,2006-04-23 10:14:42,atom feeds instead of rss are supplied in 2.22
335177,2006-04-23 14:07:29,Simple CSS error
335191,2006-04-23 16:49:33,"""power on"" button failure in toaster"
335354,2007-08-20 12:10:17,editparams.cgi crashes when editing the 'languages' and 'defaultlanguage' parameters
335389,2006-12-18 07:06:08,"flags should use '', '?', '+', '-' as option order"
335417,2012-10-13 04:37:52,"Minor tweaks to the description of the ""mybugstemplate"" and ""defaultquery"" parameters"
335420,2006-04-25 10:37:38,Possible replacement for Param() as feature_enabled
335488,2006-04-25 23:58:55,search button not working if you select more than 76 search criterias in query.cgi
335522,2006-04-26 05:50:11,Redundant query: SELECT bug_id FROM bugs WHERE bug_id =
335572,2006-04-27 02:13:08,contrib/bzdbcopy.pl fails because it tries to insert too long a name into fielddefs
335633,2006-04-26 21:02:30,"Docs still refer to ""loginmethod"""
335743,2006-04-27 12:48:32,localconfig generated by checksetup.pl contains an extra '\'
335760,2006-04-27 15:32:03,CSS usage in bugzilla is poor
335805,2006-04-28 05:30:59,"""Enter a bug # or some search terms"" main page function broken"
335821,2006-04-28 06:40:33,mysql error
335857,2006-04-28 11:39:51,Fold in Mac OS X instructions
335999,2006-04-30 05:07:05,Remove documentation specific to MySQL 3.x (and to Pg 7.4.x on tip)
336005,2006-04-30 05:22:53,Add a note on how to disable user account creation
336018,2006-04-30 07:14:31,Serve valid XHTML
336019,2006-04-30 07:17:00,Serve valid XHTML
336146,2006-05-01 14:01:16,Can't change parameters from editparams.cgi
336239,2006-05-02 02:44:47,"quip_list_entry_control: ""off"" option has been removed in 2.22"
336251,2006-05-02 05:04:04,table background color white and grey columns in table do not alternate anymore
336260,2006-05-02 06:15:25,Email for comment notification - line break missing after comment number
336411,2006-05-03 03:20:06,Don't mail me 4 mails if I cancel two reviews
336614,2006-05-04 06:43:06,Advanced Searching: filtering on CC field is buggy
336861,2006-05-05 23:20:31,"error message if create a component with a name, which was used in past, but is not used now"
336890,2006-09-22 14:52:51,Various minor template bugs
337026,2006-05-07 08:05:04,Users with no privs cannot edit bugs anymore (if being logged out first)
337073,2006-05-07 16:35:49,"When changing several bugs at once, the original resolution should be correctly displayed in the error message"
337118,2006-05-08 03:01:51,OS becomes Other when use windows98
337151,2006-05-08 09:32:40,"""How to Release Bugzilla"" docs should include instructions to avoid bug 330313 to recur"
337209,2006-05-08 14:46:40,Missing whitespaces in the 'fieldvalue_still_has_bugs' error message
337258,2006-05-08 23:34:11,Sudo session started page is messed up
337444,2006-05-10 07:26:15,t/012throwables.t shouldn't fail due to unused error tags in code/user-error.html.tmpl
337485,2006-05-10 11:00:32,checksetup.pl does not correctly upgrade email settings if upgrading from a very old version
337661,2006-05-11 20:05:22,"LDAP user login failure: Can't locate object method ""realname"" via package ""Bugzilla::User"""
337670,2006-05-16 11:44:17,"query.cgi: NOT(""Group"" ""is equal to"" ""Y"") does not work"
337681,2006-05-12 01:06:33,"When trying to impersonate someone, the UI displays the password field when using the ENV method (with user_info_class=""Env,CGI"")"
337683,2006-05-12 01:13:13,"The user prefs tab let you change the password and email address of a user being impersonated when using the ENV method (with user_info_class=""Env,CGI"")"
337684,2006-05-12 01:21:57,"The first time you access show_bug.cgi, it asks you to authenticate when using the ENV method despite you are already authenticated"
337701,2006-05-12 04:46:24,012throwables.t doesn't recognize that certain errors are AUTH_ERROR codes
337705,2006-05-12 05:23:34,ldap_search_error AUTH_ERROR code is not defined
337717,2007-07-03 12:31:06,"whineatnews.pl sends email to users having ""Bugmail Disabled = 1"""
337747,2006-05-12 10:08:18,config.cgi fails with an SQL error in Bugzilla::Keyword with no keywords defined
337777,2006-05-12 13:53:15,Typo at bottom; 'myslqd' should be 'mysqld'
337864,2006-05-13 11:18:26,Failure to recognize Windows XP Professional 64bit Edition
337947,2006-05-14 13:44:55,Fix strange syntax in contrib/syncLDAP.pl
337948,2006-05-14 14:44:25,"accesskey=""b"" conflict"
337989,2006-05-15 04:29:29,Make email address bugs are sent from configurable
337990,2006-05-15 04:35:19,Uninitialized value error on index.cgi
337994,2006-05-15 04:47:05,Found
337995,2006-05-15 05:18:43,having the probelem with rajesh
337996,2006-05-15 05:26:05,having the probelem with rajesh
338157,2006-05-16 06:57:58,Status Whiteboard not part of a Bookmarkable Template?
338162,2006-05-16 07:46:33,No value for param urlbase (try running checksetup.pl again) at
338365,2006-05-17 13:55:49,Bugzilla::BugMail calls Param() outside of any function
338422,2006-05-18 03:53:28,Pondering forever
338434,2006-05-18 06:00:14,Newsgroup links in the documentation need updating
338435,2006-05-18 06:02:59,Add link to DBD::Pg in the documentation
338439,2006-06-03 05:37:51,FAQ answers could do with some updating
338486,2006-05-18 13:47:29,"If a line in a diff starts with ""--"" that line is hidden"
338548,2006-05-19 06:01:26,Bugzilla has suffered an internal error.
338573,2006-05-21 14:38:16,Auth could throw an insecure dependency error if username is tainted
338623,2006-05-19 21:32:50,"2.20 doesn't have ""After changing bugs"" and ""Add individual bugs to saved searches"""
338633,2006-05-20 03:21:53,Reassigning REOPENED bugs changed status to NEW
338799,2006-05-22 00:51:47,Change columns screen won't submit in IE (cause: GET URL too big)
338816,2006-05-24 09:40:56,Inbound email does fuzzy matching on email addresses
338869,2006-05-22 10:57:04,The 'quicksearch' field in the footer redirects to http:// even when sslbase is in use
338965,2006-05-23 03:43:13,Add me to cc list feature is confusing
339093,2006-05-24 03:16:20,Getting error message while committing bugs.
