Bug_id,Timestamp,os
324248,2006-01-21 07:17:18,All
324265,2006-01-21 11:06:44,Linux
324346,2006-01-22 10:28:38,All
324398,2006-01-23 02:14:53,Windows 2000
324399,2006-01-23 02:21:34,All
324413,2006-01-23 05:07:23,Linux
324687,2006-01-25 10:25:40,Windows XP
324689,2006-01-25 10:30:31,Windows XP
324734,2006-01-25 17:02:03,Windows XP
324784,2006-01-26 03:14:46,All
324788,2006-01-26 04:15:29,All
324990,2006-01-27 14:45:53,Windows XP
325037,2006-01-28 03:56:54,All
325048,2006-01-28 07:16:14,All
325079,2006-01-28 14:45:49,All
325195,2006-01-29 21:27:17,Windows ME
325266,2006-01-30 12:55:58,All
325309,2006-01-31 00:08:25,Other
325329,2006-01-31 06:45:39,Windows 2000
325361,2006-01-31 11:45:45,All
325448,2006-02-01 05:02:39,All
325452,2006-02-01 05:36:47,Linux
325579,2006-02-02 05:42:43,Windows XP
325691,2006-02-02 19:17:40,Linux
325788,2006-02-03 11:30:55,Windows XP
325813,2006-02-03 16:21:02,Linux
325922,2006-02-04 13:09:42,All
326060,2006-02-06 00:11:48,All
326080,2006-02-06 03:14:36,All
326122,2006-02-06 10:53:56,All
326142,2006-02-06 13:27:57,All
326217,2006-02-07 01:18:20,Linux
326311,2006-02-07 13:46:11,Windows XP
326451,2006-02-08 11:06:28,Windows XP
326803,2006-02-11 04:43:39,All
326862,2006-02-11 19:45:39,Linux
326946,2006-02-12 13:58:21,All
326949,2006-02-12 14:26:53,All
327193,2006-02-14 12:47:51,All
327262,2006-02-15 00:43:46,Windows XP
327289,2006-02-15 06:35:44,All
327334,2006-02-15 11:06:26,Windows XP
327348,2006-02-15 11:54:43,All
327355,2006-02-15 12:56:34,All
327375,2006-02-15 14:43:09,All
327426,2006-02-15 23:53:35,Windows XP
327426,2006-02-16 04:10:34,Linux
327624,2006-02-17 05:02:57,Windows XP
327625,2006-02-17 05:05:18,Windows XP
327626,2006-02-17 05:06:17,Windows XP
327628,2006-02-17 05:57:09,Windows 2000
327690,2006-02-17 17:41:06,Windows XP
327801,2006-02-19 03:17:01,All
327904,2006-02-20 02:22:24,Linux
328013,2006-02-21 00:39:21,Windows 2000
328019,2006-02-21 01:09:11,Windows 2000
328031,2006-02-21 04:14:11,All
328063,2006-02-21 09:41:43,All
328089,2006-02-21 11:28:29,All
328108,2006-02-21 13:09:54,All
328166,2006-02-21 23:16:24,All
328172,2006-02-22 01:09:41,Linux
328203,2006-02-22 07:01:07,All
328239,2006-02-22 14:19:05,All
328244,2006-02-22 16:12:56,All
328274,2006-02-23 00:10:41,Windows XP
328330,2006-02-23 09:02:01,Windows XP
328332,2006-02-23 09:14:00,Linux
328371,2006-02-23 13:57:04,All
328379,2006-02-23 15:22:28,All
328385,2006-02-23 16:01:49,Linux
328484,2006-02-24 08:53:18,Linux
328493,2006-02-24 09:28:34,Linux
328507,2006-02-24 11:07:38,Windows 2000
328615,2006-02-25 18:28:35,MacOS X
328628,2006-02-26 00:32:21,Windows XP
328689,2006-02-26 18:32:34,Mac OS X
328709,2006-02-27 02:40:01,Linux
328730,2006-02-27 06:39:01,Windows XP
328739,2006-02-27 07:41:07,Linux
328801,2006-02-27 18:25:38,MacOS X
328815,2006-02-27 23:12:32,Windows XP
328848,2006-02-28 07:07:26,All
328852,2006-02-28 07:56:22,Linux
329042,2006-03-01 15:20:45,All
329082,2006-03-02 02:12:08,All
329163,2006-03-02 14:14:37,All
329172,2006-03-02 15:37:38,Other
329177,2006-03-02 17:13:31,All
329178,2006-03-02 17:14:19,All
329189,2006-03-02 18:57:33,All
329193,2006-03-02 19:22:48,All
329194,2006-03-02 19:31:02,All
329195,2006-03-02 19:35:43,All
329196,2006-03-02 19:40:38,All
329197,2006-03-02 19:47:17,All
329214,2006-03-03 01:29:12,Windows XP
329289,2006-03-03 14:37:49,All
329295,2006-03-03 15:37:43,All
329323,2006-03-04 03:50:07,All
329334,2006-03-04 05:51:28,All
329374,2006-03-04 15:29:34,Linux
329390,2006-03-04 20:24:03,MacOS X
329528,2006-03-06 10:01:16,Linux
329532,2006-03-06 10:45:56,Windows XP
329537,2006-03-06 11:26:11,All
329556,2006-03-06 14:29:37,OpenBSD
329602,2006-03-07 02:56:11,Windows XP
329628,2006-03-07 07:55:25,All
329629,2006-03-07 07:56:03,All
329630,2006-03-07 07:56:38,All
329632,2006-03-07 07:59:12,All
329638,2006-03-07 08:33:50,Linux
329730,2006-03-07 22:48:59,Linux
329760,2006-03-08 03:12:12,Windows XP
329783,2006-03-08 07:10:49,All
329789,2006-03-08 07:49:38,Mac OS X 10.2
330016,2006-03-10 01:43:22,Windows XP
330186,2006-03-11 10:40:51,All
330304,2006-03-12 20:30:22,Windows XP
330310,2006-03-13 00:31:21,Windows XP
330339,2006-03-13 06:51:13,Linux
330365,2006-03-13 10:21:01,All
330430,2006-03-13 23:36:11,Windows XP
330439,2006-03-14 01:25:23,Windows XP
330476,2006-03-14 08:18:44,Windows 2000
330485,2006-03-14 10:39:09,All
330502,2006-03-14 12:38:51,Linux
330519,2006-03-14 14:45:37,All
330555,2006-03-15 02:45:57,All
330577,2006-03-15 07:25:30,Mac OS X
330580,2006-03-15 08:19:35,All
330583,2006-03-15 08:31:51,MacOS X
330588,2006-03-15 08:46:48,MacOS X
330599,2006-03-15 10:04:27,Windows XP
330633,2006-03-15 16:17:09,All
330686,2006-03-16 06:45:49,Mac OS X
330700,2006-03-16 08:25:31,All
330717,2006-03-16 10:19:31,All
330788,2006-03-16 22:20:26,Windows 2000
330804,2006-03-17 01:21:45,MacOS X
330805,2006-03-17 01:27:21,MacOS X
330806,2006-03-17 01:34:01,MacOS X
330837,2006-03-17 08:24:50,MacOS X
330838,2006-03-17 08:26:03,MacOS X
330840,2006-03-17 08:28:16,MacOS X
330841,2006-03-17 08:29:50,MacOS X
330843,2006-03-17 08:30:32,MacOS X
330844,2006-03-17 08:33:11,MacOS X
330849,2006-03-17 08:41:53,MacOS X
330931,2006-03-18 05:22:12,All
330944,2006-03-18 07:54:47,All
330984,2006-03-18 18:44:53,MacOS X
330985,2006-03-18 19:05:07,MacOS X
330986,2006-03-18 19:11:45,MacOS X
330987,2006-03-18 19:15:34,MacOS X
330988,2006-03-18 19:21:04,MacOS X
330989,2006-03-18 19:25:51,MacOS X
330996,2006-03-18 19:56:54,MacOS X
331003,2006-03-18 20:41:10,MacOS X
331004,2006-03-18 22:05:57,MacOS X
331005,2006-03-18 22:14:22,Mac OS X
331006,2006-03-18 22:14:27,Mac OS X
331072,2006-03-19 22:45:10,Windows XP
331076,2006-03-20 00:08:32,Windows XP
331191,2006-03-21 01:50:27,Windows XP
331313,2006-03-21 23:17:38,All
331343,2006-03-22 06:30:12,Windows XP
331365,2006-03-22 09:29:11,All
331486,2006-03-23 09:02:10,Windows XP
331489,2006-03-23 09:13:39,Windows XP
331534,2006-03-23 16:47:12,Windows XP
331555,2006-03-23 23:08:53,Windows XP
331583,2006-03-24 04:02:57,Windows XP
331587,2006-03-24 05:04:58,Windows 2000
331643,2006-03-24 13:04:27,Linux
331688,2006-03-25 02:47:51,Windows 2000
331691,2006-03-25 03:22:08,Windows XP
331811,2006-03-26 15:42:37,All
331816,2006-03-26 19:06:13,Windows XP
332064,2006-03-28 20:02:30,Linux
332142,2006-03-29 09:43:57,All
332190,2006-03-29 20:42:33,Linux
332235,2006-03-30 05:01:35,Windows XP
332351,2006-03-31 02:13:31,Windows XP
332518,2006-04-02 10:02:31,All
332555,2006-04-03 01:00:26,Other
332600,2006-04-03 10:36:34,Windows 2000
332692,2006-04-04 05:18:11,All
332705,2006-04-04 06:44:20,MacOS X
332709,2006-04-04 07:11:05,Linux
332891,2006-04-05 13:14:38,All
332906,2006-04-05 14:56:10,All
332969,2006-04-06 00:55:33,Windows XP
332995,2006-04-06 04:18:39,All
333031,2006-04-06 09:56:16,All
333158,2006-04-07 10:18:01,Linux
333195,2006-04-07 15:55:11,All
333326,2006-04-09 05:56:19,All
333407,2006-04-09 22:52:50,All
333442,2006-04-10 06:53:44,Other
333469,2006-04-10 10:16:33,All
333581,2006-04-11 05:18:36,All
333648,2006-04-11 14:01:28,Linux
333682,2006-04-11 21:01:46,Windows XP
333750,2006-04-12 09:15:23,Windows XP
333772,2006-04-12 12:44:49,Linux
333774,2006-04-12 13:17:33,All
333836,2006-04-13 00:54:56,All
333844,2006-04-13 03:44:52,All
333867,2006-04-13 06:44:28,All
333870,2006-04-13 07:04:46,All
333998,2006-04-14 06:24:15,All
334001,2006-04-14 06:43:12,All
334023,2006-04-14 09:00:14,All
334059,2006-04-14 14:01:08,All
334344,2006-04-17 05:24:45,All
334569,2006-04-18 16:34:26,Linux
334617,2006-04-19 01:49:44,All
334620,2006-04-19 02:05:53,All
334831,2006-04-20 07:20:52,Windows XP
334860,2006-04-20 11:44:13,Windows XP
335064,2006-04-22 01:43:54,Windows 2000
335087,2006-04-22 07:41:23,All
335150,2006-04-23 06:30:47,All
335157,2006-04-23 10:14:42,Windows XP
335177,2006-04-23 14:07:29,Windows XP
335191,2006-04-23 16:49:33,Windows XP
335354,2006-04-25 00:52:59,All
335389,2006-04-25 06:58:06,All
335417,2006-04-25 10:32:51,All
335420,2006-04-25 10:37:38,Windows XP
335488,2006-04-25 23:58:55,All
335522,2006-04-26 05:50:11,Linux
335572,2006-04-26 11:08:40,All
335633,2006-04-26 21:02:30,All
335743,2006-04-27 12:48:32,Linux
335760,2006-04-27 15:32:03,Linux
335805,2006-04-28 05:30:59,Linux
335821,2006-04-28 06:40:33,Windows XP
335857,2006-04-28 11:39:51,Mac OS X
335999,2006-04-30 04:29:13,All
336005,2006-04-30 05:22:53,All
336018,2006-04-30 07:14:31,Linux
336019,2006-04-30 07:17:00,Linux
336146,2006-05-01 08:00:58,Windows XP
336239,2006-05-02 02:44:47,Windows XP
336251,2006-05-02 05:04:04,Windows XP
336260,2006-05-02 06:15:25,All
336411,2006-05-03 03:20:06,All
336614,2006-05-04 06:43:06,Windows XP
336861,2006-05-05 23:20:31,Windows XP
336890,2006-05-06 07:15:01,All
337026,2006-05-07 08:05:04,All
337073,2006-05-07 16:35:49,All
337118,2006-05-08 03:01:51,Windows 98
337151,2006-05-08 09:32:40,All
337209,2006-05-08 14:46:40,All
337258,2006-05-08 23:34:11,All
337444,2006-05-10 07:26:15,All
337485,2006-05-10 11:00:32,All
337661,2006-05-11 20:05:22,Linux
337670,2006-05-11 22:26:02,All
337681,2006-05-12 01:06:33,All
337683,2006-05-12 01:13:13,All
337684,2006-05-12 01:21:57,All
337701,2006-05-12 04:46:24,All
337705,2006-05-12 05:23:34,All
337717,2006-05-12 06:28:50,Linux
337747,2006-05-12 10:08:18,Windows XP
337777,2006-05-12 13:53:15,All
337864,2006-05-13 11:18:26,Windows Server 2003
337947,2006-05-14 13:44:55,All
337948,2006-05-14 14:44:25,Windows XP
337989,2006-05-15 04:29:29,Linux
337990,2006-05-15 04:35:19,Windows XP
337994,2006-05-15 04:47:05,Windows XP
337995,2006-05-15 05:18:43,Windows XP
337996,2006-05-15 05:26:05,Windows XP
338157,2006-05-16 06:57:58,Linux
338162,2006-05-16 07:46:33,Linux
338365,2006-05-17 13:55:49,All
338422,2006-05-18 03:53:28,Windows XP
338434,2006-05-18 06:00:14,All
338435,2006-05-18 06:02:59,All
338439,2006-05-18 06:33:35,All
338486,2006-05-18 13:47:29,All
338548,2006-05-19 06:01:26,Linux
338573,2006-05-19 08:56:02,All
338623,2006-05-19 21:32:50,All
338633,2006-05-20 03:14:07,Windows XP
338799,2006-05-22 00:51:47,Linux
338816,2006-05-22 04:39:01,All
338869,2006-05-22 10:57:04,All
338965,2006-05-23 03:43:13,Windows XP
339093,2006-05-24 03:16:20,Windows XP
339270,2006-05-25 13:18:29,Other
339357,2006-05-26 09:45:09,Other
339369,2006-05-26 11:13:39,All
339451,2006-05-27 11:03:25,All
339667,2006-05-30 03:35:51,Windows 2000
339679,2006-05-30 06:27:00,Windows XP
339684,2006-05-30 06:58:22,Windows XP
339731,2006-05-30 12:15:52,Linux
339820,2006-05-31 06:41:26,Windows ME
339858,2006-05-31 11:56:08,All
339877,2006-05-31 13:33:59,All
340026,2006-06-01 14:07:52,Linux
340104,2006-06-02 05:20:40,All
340116,2006-06-02 07:00:33,All
340126,2006-06-02 08:31:13,Windows XP
340130,2006-06-02 08:51:04,All
340139,2006-06-02 09:38:21,All
340154,2006-06-02 11:21:51,All
340210,2006-06-02 20:35:56,Linux
340223,2006-06-03 02:41:26,Windows 2000
340239,2006-06-03 06:10:19,Linux
340253,2006-06-03 08:49:14,All
340309,2006-06-04 03:57:14,All
340350,2006-06-04 14:38:01,All
340499,2006-06-06 02:58:04,Windows XP
340524,2006-06-06 06:03:14,Windows XP
340525,2006-06-06 06:09:29,Windows XP
340538,2006-06-06 07:17:11,Linux
340609,2006-06-06 17:46:01,Windows XP
340713,2006-06-07 10:35:33,All
340820,2006-06-08 04:25:01,All
340821,2006-06-08 04:27:39,All
340828,2006-06-08 05:42:17,Windows XP
340837,2006-06-08 07:21:13,Windows 2000
340838,2006-06-08 07:22:07,Windows 2000
340848,2006-06-08 08:30:22,All
340884,2006-06-08 13:49:06,Linux
340892,2006-06-08 14:37:04,All
340904,2006-06-08 15:39:32,All
340931,2006-06-08 19:55:12,Linux
340967,2006-06-09 05:39:56,All
340991,2006-06-09 09:31:09,Windows NT
340991,2006-06-09 09:35:50,Windows Vista
341086,2006-06-10 10:17:52,All
341088,2006-06-10 10:21:39,Linux
341091,2006-06-10 10:36:14,Linux
341192,2006-06-11 14:52:40,All
341193,2006-06-11 14:57:52,All
341194,2006-06-11 15:01:31,All
341195,2006-06-11 15:08:11,All
341196,2006-06-11 15:08:16,All
341197,2006-06-11 15:14:16,All
341198,2006-06-11 15:18:28,All
341244,2006-06-12 05:35:00,Windows XP
341267,2006-06-12 08:34:45,Linux
341273,2006-06-12 09:09:23,All
341284,2006-06-12 10:46:27,Linux
341285,2006-06-12 10:55:46,All
341374,2006-06-13 04:20:23,All
341449,2006-06-13 15:12:59,All
341453,2006-06-13 15:53:52,All
341454,2006-06-13 16:01:22,All
341456,2006-06-13 16:04:14,All
341492,2006-06-14 00:56:06,All
341508,2006-06-14 03:45:26,All
341539,2006-06-14 08:35:49,All
341616,2006-06-15 00:08:51,Other
341689,2006-06-15 14:08:38,All
341809,2006-06-16 11:32:51,All
341812,2006-06-16 11:50:20,Mac OS X
341822,2006-06-16 13:10:08,Linux
341866,2006-06-17 05:50:36,All
341867,2006-06-17 05:57:46,All
341869,2006-06-17 07:18:52,All
342033,2006-06-19 08:08:06,All
342053,2006-06-19 10:32:46,All
342060,2006-06-19 11:50:48,All
342104,2006-06-19 21:23:21,Linux
342114,2006-06-19 22:05:53,All
342121,2006-06-19 23:39:21,All
342130,2006-06-20 01:03:32,All
342238,2006-06-20 16:46:25,All
342270,2006-06-21 01:26:30,Windows XP
342271,2006-06-21 01:50:20,Windows 2000
342388,2006-06-22 00:38:27,Windows 2000
342400,2006-06-22 02:05:45,Linux
342404,2006-06-22 02:30:04,Windows XP
342410,2006-06-22 04:29:25,All
342519,2006-06-23 03:22:29,Linux
342528,2006-06-23 05:51:05,Other
342731,2006-06-26 03:08:52,All
342740,2006-06-26 05:01:57,All
342757,2006-06-26 07:52:36,All
342828,2006-06-26 23:01:19,All
342842,2006-06-27 02:00:03,Linux
342861,2006-06-27 04:15:20,All
343050,2006-06-28 14:46:59,All
343166,2006-06-29 10:00:32,All
343189,2006-06-29 12:17:54,Linux
343248,2006-06-30 05:13:48,All
343294,2006-06-30 15:56:59,All
343337,2006-07-01 09:04:49,All
343361,2006-07-01 14:40:11,All
343364,2006-07-01 14:51:51,All
343418,2006-07-02 07:47:14,Windows XP
343421,2006-07-02 08:57:32,Windows XP
343566,2006-07-04 07:09:24,Linux
343699,2006-07-05 16:41:12,All
343702,2006-07-05 17:03:54,All
343725,2006-07-06 00:21:24,Linux
343726,2006-07-06 00:22:48,Linux
343728,2006-07-06 00:59:00,Linux
343752,2006-07-06 06:12:23,Mac OS X 10.3
343770,2006-07-06 08:32:36,Other
343802,2006-07-06 13:23:12,Windows XP
343916,2006-07-07 13:16:02,Windows XP
344043,2006-07-09 10:51:35,All
344055,2006-07-09 14:32:38,All
344106,2006-07-10 04:52:25,Linux
344141,2006-07-10 09:36:10,Windows XP
344169,2006-07-10 13:01:20,Linux
344260,2006-07-11 08:48:31,Linux
344282,2006-07-11 11:55:48,All
344293,2006-07-11 12:49:40,Windows XP
344298,2006-07-11 13:15:19,Linux
344298,2006-07-11 14:24:22,Linux
344342,2006-07-12 02:32:49,Windows XP
344419,2006-07-12 12:00:13,Windows 2000
344432,2006-07-12 12:55:49,Windows XP
344448,2006-07-12 15:35:21,All
344497,2006-07-13 00:55:39,All
344507,2006-07-13 02:36:23,Windows XP
344516,2006-07-13 04:15:39,Linux
344527,2006-07-13 05:16:15,All
344547,2006-07-13 07:37:12,Mac OS X
344612,2006-07-13 15:09:51,All
344647,2006-07-13 22:33:42,All
344661,2006-07-14 01:08:25,All
344727,2006-07-14 12:47:43,All
344748,2006-07-14 18:02:58,Windows XP
344903,2006-07-16 22:54:03,All
344915,2006-07-17 02:56:18,All
344917,2006-07-17 03:17:17,Windows XP
344935,2006-07-17 08:06:52,Windows XP
344944,2006-07-17 09:04:32,Linux
344961,2006-07-17 11:06:49,All
345011,2006-07-17 19:15:06,All
345032,2006-07-18 03:22:47,All
345104,2006-07-18 11:58:32,All
345200,2006-07-19 05:30:39,Linux
345241,2006-07-19 12:44:49,Windows XP
345244,2006-07-19 12:56:51,All
345313,2006-07-20 02:54:35,Windows XP
345346,2006-07-20 08:26:28,All
345359,2006-07-20 10:05:29,All
345364,2006-07-20 10:48:08,All
345381,2006-07-20 13:10:44,All
345389,2006-07-20 14:29:01,All
345405,2006-07-20 16:57:57,All
345480,2006-07-21 06:15:52,Windows XP
345504,2006-07-21 08:56:14,Linux
345547,2006-07-21 16:19:07,All
345652,2006-07-23 10:20:20,All
345680,2006-07-23 17:06:45,All
345701,2006-07-23 23:37:49,Linux
345728,2006-07-24 06:08:26,Linux
345790,2006-07-24 13:59:04,Linux
345929,2006-07-25 17:06:14,All
345958,2006-07-26 00:48:27,Windows XP
345959,2006-07-26 01:04:38,Linux
345970,2006-07-26 03:58:57,Windows XP
345971,2006-07-26 04:01:42,Windows XP
346086,2006-07-27 03:36:11,All
346091,2006-07-27 04:54:13,Other
346121,2006-07-27 08:12:57,All
346124,2006-07-27 08:16:32,Linux
346155,2006-07-27 10:00:21,Windows XP
346245,2006-07-27 22:10:02,All
346249,2006-07-27 22:26:35,Windows XP
346280,2006-07-28 04:01:10,Windows 2000
346295,2006-07-28 06:02:29,Windows 2000
346329,2006-07-28 10:04:07,Linux
346350,2006-07-28 12:21:27,All
346451,2006-07-29 11:22:30,Linux
346501,2006-07-29 22:55:31,All
346502,2006-07-29 22:58:32,All
346504,2006-07-29 22:59:24,All
346505,2006-07-29 22:59:52,All
346506,2006-07-29 23:01:10,All
346507,2006-07-29 23:02:12,All
346508,2006-07-29 23:03:16,All
346509,2006-07-29 23:04:09,All
346510,2006-07-29 23:04:38,All
346524,2006-07-30 02:04:56,All
346525,2006-07-30 02:05:03,All
346564,2006-07-30 08:17:59,Windows XP
346667,2006-07-31 04:10:08,All
346674,2006-07-31 04:58:49,All
346691,2006-07-31 08:07:47,Windows XP
346733,2006-07-31 11:30:41,Windows XP
346814,2006-08-01 00:12:38,Windows XP
346838,2006-08-01 04:38:31,Windows XP
346838,2006-08-01 04:47:04,Linux
347067,2006-08-02 13:22:50,Windows XP
347124,2006-08-02 23:06:20,Windows 2000
347228,2006-08-03 10:09:13,All
347269,2006-08-03 14:06:13,All
347272,2006-08-03 14:20:12,All
347277,2006-08-03 14:59:30,All
347360,2006-08-04 05:01:34,All
347387,2006-08-04 08:34:09,Windows 2000
347453,2006-08-04 14:13:32,Windows XP
347517,2006-08-05 02:20:48,Linux
347619,2006-08-06 05:45:00,All
347699,2006-08-06 20:47:28,Windows XP
347706,2006-08-06 21:27:10,All
347707,2006-08-06 21:35:57,All
347712,2006-08-06 23:56:26,Windows 2000
347713,2006-08-07 00:01:38,Windows 2000
347721,2006-08-07 01:17:48,All
347777,2006-08-07 09:39:19,All
347809,2006-08-07 13:45:54,Windows XP
347811,2006-08-07 14:04:24,All
347817,2006-08-07 15:09:57,All
347818,2006-08-07 15:22:45,All
347845,2006-08-08 00:04:59,All
347871,2006-08-08 05:16:24,Linux
347893,2006-08-08 07:25:40,Linux
347991,2006-08-08 23:37:20,Windows XP
347997,2006-08-09 00:59:00,Windows XP
348056,2006-08-09 08:24:34,All
348070,2006-08-09 09:08:16,All
348102,2006-08-09 11:45:01,All
348166,2006-08-09 21:50:10,All
348184,2006-08-10 00:35:03,Windows XP
348244,2006-08-10 09:00:18,Linux
348281,2006-08-10 14:06:49,All
348282,2006-08-10 14:22:42,All
348283,2006-08-10 14:31:02,All
348331,2006-08-11 02:39:39,All
348337,2006-08-11 04:53:48,All
348397,2006-08-11 14:48:57,All
348464,2006-08-12 10:33:23,All
348529,2006-08-13 07:01:48,Linux
348549,2006-08-13 11:39:38,All
348629,2006-08-14 09:05:48,Windows XP
348700,2006-08-14 22:14:21,All
348828,2006-08-15 23:30:45,All
348871,2006-08-16 08:43:31,All
348923,2006-08-16 14:05:57,All
349015,2006-08-17 06:25:54,Linux
349026,2006-08-17 07:59:46,Windows 2000
349029,2006-08-17 08:34:41,SunOS
349136,2006-08-18 02:10:42,Linux
349139,2006-08-18 03:09:03,Other
349162,2006-08-18 05:58:11,Windows 2000
349198,2006-08-18 09:06:37,All
349205,2006-08-18 09:35:23,All
349210,2006-08-18 10:03:04,Linux
349356,2006-08-19 13:57:54,Mac OS X 10.3
349363,2006-08-19 15:28:09,All
349367,2006-08-19 15:48:57,All
349423,2006-08-20 09:23:41,All
349517,2006-08-21 04:55:31,All
349554,2006-08-21 10:42:24,All
349560,2006-08-21 11:06:00,All
349567,2006-08-21 11:58:10,All
349665,2006-08-22 02:47:35,Windows XP
349666,2006-08-22 02:52:22,Windows XP
349764,2006-08-22 12:54:43,All
349766,2006-08-22 12:59:52,All
349852,2006-08-23 00:48:10,All
349855,2006-08-23 01:24:52,All
349856,2006-08-23 01:39:02,All
350083,2006-08-24 10:16:34,All
350112,2006-08-24 14:17:27,Linux
350120,2006-08-24 14:45:05,All
350122,2006-08-24 14:52:18,All
350237,2006-08-25 13:47:45,All
350244,2006-08-25 14:11:03,All
350249,2006-08-25 14:43:29,All
350388,2006-08-27 09:29:03,All
350574,2006-08-29 03:00:28,Windows Server 2003
350624,2006-08-29 11:50:22,All
350751,2006-08-30 10:56:49,Windows XP
350897,2006-08-31 09:18:58,Windows XP
351032,2006-09-01 06:28:32,Windows XP
351182,2006-09-02 12:59:45,All
351243,2006-09-03 12:32:37,All
351300,2006-09-04 04:49:11,All
351337,2006-09-04 12:24:35,All
351382,2006-09-04 23:21:32,Linux
351444,2006-09-05 08:53:33,All
351462,2006-09-05 11:33:20,All
351478,2006-09-05 13:26:30,All
351747,2006-09-07 14:46:37,All
351752,2006-09-07 15:14:33,Windows XP
351765,2006-09-07 18:53:32,Windows XP
351765,2006-09-07 18:55:14,Windows Server 2003
351771,2006-09-07 20:41:50,All
351784,2006-09-07 23:54:36,Linux
351958,2006-09-09 08:44:13,All
352099,2006-09-10 19:31:07,Mac OS X
352355,2006-09-12 06:51:21,All
352410,2006-09-12 13:24:54,All
352466,2006-09-12 21:12:16,Windows XP
352615,2006-09-13 19:44:28,All
352625,2006-09-13 22:28:43,All
352695,2006-09-14 08:26:15,All
352699,2006-09-14 08:48:25,All
352700,2006-09-14 08:54:45,Linux
352702,2006-09-14 09:01:51,All
352967,2006-09-16 05:42:12,All
353053,2006-09-17 08:05:49,Windows XP
353211,2006-09-18 11:13:37,All
353316,2006-09-19 02:51:39,Windows XP
353333,2006-09-19 06:22:59,All
353358,2006-09-19 10:00:35,All
353464,2006-09-19 23:01:05,All
353520,2006-09-20 09:09:20,Windows XP
353521,2006-09-20 09:10:30,All
353524,2006-09-20 09:25:05,All
353568,2006-09-20 13:04:19,Linux
353623,2006-09-21 00:01:30,Other
353656,2006-09-21 06:16:18,Windows XP
353705,2006-09-21 13:13:31,All
353706,2006-09-21 13:17:12,Linux
353755,2006-09-21 20:26:18,All
353758,2006-09-21 20:58:05,Linux
353786,2006-09-22 00:53:49,All
353796,2006-09-22 04:05:39,All
353817,2006-09-22 06:00:14,Windows 2000
353818,2006-09-22 06:08:48,Other
353818,2006-09-22 06:09:50,FreeBSD
353820,2006-09-22 06:52:34,All
353965,2006-09-23 07:38:10,All
354085,2006-09-24 16:24:29,Windows XP
354274,2006-09-25 20:50:19,OpenBSD
354304,2006-09-26 02:08:13,Other
354304,2006-09-26 02:08:50,FreeBSD
354314,2006-09-26 04:23:05,All
354656,2006-09-28 00:23:57,Windows XP
354660,2006-09-28 00:40:58,SunOS
354860,2006-09-29 09:09:31,Windows XP
354868,2006-09-29 09:38:06,All
354905,2006-09-29 15:03:16,All
355144,2006-10-02 09:20:38,Windows XP
355158,2006-10-02 12:11:14,All
355172,2006-10-02 14:16:37,All
355230,2006-10-03 03:31:48,All
355255,2006-10-03 08:32:58,Windows XP
