Bug_id,Timestamp,Status
325266,2006-01-30 13:00:23,RESOLVED
325309,2006-01-31 01:16:46,RESOLVED
325329,2006-07-05 13:04:02,RESOLVED
325361,2006-02-02 10:09:29,RESOLVED
325448,2006-02-06 00:16:37,RESOLVED
325452,2006-02-01 05:45:07,RESOLVED
325579,2006-02-07 04:15:09,RESOLVED
325691,2007-05-10 02:15:58,RESOLVED
325788,2006-02-03 13:04:34,RESOLVED
325813,2006-02-27 00:55:30,RESOLVED
325922,2006-08-08 12:50:47,RESOLVED
326060,2006-02-21 12:56:38,RESOLVED
326080,2006-02-06 03:27:35,VERIFIED
326122,2006-03-14 14:05:34,RESOLVED
326142,2006-02-06 17:38:16,RESOLVED
326217,2006-02-07 02:57:33,RESOLVED
326311,2006-02-07 13:52:21,VERIFIED
326451,2006-02-08 11:15:05,VERIFIED
326803,2006-02-12 10:05:37,RESOLVED
326862,2006-02-12 13:10:20,RESOLVED
326946,2006-07-22 11:42:26,RESOLVED
326949,2006-02-12 14:29:07,RESOLVED
327193,2006-10-17 10:52:37,RESOLVED
327262,2006-02-15 03:15:09,RESOLVED
327289,2006-02-21 07:21:43,RESOLVED
327334,2006-03-22 20:41:49,RESOLVED
327348,2006-02-27 14:14:22,RESOLVED
327355,2006-02-21 07:20:21,RESOLVED
327375,2008-01-30 13:07:39,RESOLVED
327426,2008-10-10 10:15:35,RESOLVED
327624,2006-02-21 06:49:00,RESOLVED
327625,2006-02-17 06:31:22,VERIFIED
327626,2010-10-22 02:55:59,RESOLVED
327628,2006-02-17 06:01:04,RESOLVED
327690,2006-12-09 02:23:00,RESOLVED
327801,2009-07-28 11:02:34,RESOLVED
327904,2006-02-20 05:07:04,VERIFIED
328013,2006-03-24 10:11:54,RESOLVED
328019,2006-02-22 16:23:29,RESOLVED
328031,2006-02-21 04:23:51,RESOLVED
328063,2006-02-22 01:50:47,RESOLVED
328089,2006-03-02 14:37:04,RESOLVED
328108,2006-10-14 14:58:34,VERIFIED
328166,2006-02-22 14:54:23,RESOLVED
328172,2009-09-20 05:51:54,RESOLVED
328203,2006-02-28 13:11:13,RESOLVED
328239,2006-02-22 17:11:04,RESOLVED
328244,2006-02-22 17:39:57,RESOLVED
328274,2006-02-24 02:46:15,RESOLVED
328330,2006-03-02 03:04:16,RESOLVED
328332,2006-07-24 11:47:36,RESOLVED
328371,2006-02-23 14:09:03,RESOLVED
328379,2006-02-23 15:50:34,RESOLVED
328385,2006-02-23 16:31:57,RESOLVED
328484,2007-09-24 03:56:09,RESOLVED
328493,2006-02-24 09:29:45,RESOLVED
328507,2006-05-01 10:49:01,RESOLVED
328615,2006-02-26 10:36:31,VERIFIED
328628,2009-09-29 23:53:37,RESOLVED
328689,2006-04-04 08:47:30,RESOLVED
328709,2006-02-27 02:43:52,RESOLVED
328730,2006-02-28 01:28:51,RESOLVED
328739,2009-09-20 05:49:27,RESOLVED
328801,2006-04-05 09:33:53,RESOLVED
328815,2006-02-28 02:38:38,RESOLVED
328848,2009-11-24 18:32:01,RESOLVED
328852,2006-02-28 08:39:04,RESOLVED
329042,2006-03-02 14:05:25,RESOLVED
329082,2006-04-13 12:16:57,RESOLVED
329163,2006-03-02 15:51:05,RESOLVED
329172,2006-03-02 15:39:44,RESOLVED
329177,2006-03-02 17:37:28,RESOLVED
329178,2006-06-07 12:50:22,RESOLVED
329189,2006-04-22 20:22:54,RESOLVED
329193,2006-04-22 18:37:03,RESOLVED
329194,2006-04-22 18:37:09,RESOLVED
329195,2006-04-22 18:37:16,RESOLVED
329196,2006-04-22 20:21:51,RESOLVED
329197,2006-04-22 18:37:21,RESOLVED
329214,2006-03-03 02:08:53,RESOLVED
329289,2006-03-06 13:34:04,RESOLVED
329295,2006-03-06 13:26:05,RESOLVED
329323,2006-03-08 13:21:28,RESOLVED
329334,2006-03-10 16:11:59,RESOLVED
329374,2006-03-05 05:20:49,VERIFIED
329390,2006-03-26 08:59:17,RESOLVED
329528,2006-03-06 15:45:49,RESOLVED
329532,2006-03-06 11:39:28,RESOLVED
329537,2006-04-14 07:40:23,RESOLVED
329556,2007-08-20 12:33:16,RESOLVED
329602,2006-03-07 04:02:29,VERIFIED
329628,2006-04-21 12:44:25,RESOLVED
329629,2006-04-21 12:32:53,RESOLVED
329630,2006-03-07 13:47:39,RESOLVED
329632,2006-04-22 18:37:27,RESOLVED
329638,2009-11-25 14:58:08,RESOLVED
329730,2006-03-08 03:29:50,RESOLVED
329760,2006-03-08 06:53:09,RESOLVED
329783,2006-03-21 09:50:34,RESOLVED
329789,2006-07-24 15:46:00,RESOLVED
330016,2006-03-13 00:09:06,VERIFIED
330186,2006-04-15 09:13:19,RESOLVED
330304,2006-03-12 20:31:40,RESOLVED
330310,2006-07-30 07:55:21,RESOLVED
330339,2006-03-13 23:21:17,RESOLVED
330365,2006-11-09 12:59:37,RESOLVED
330430,2006-10-23 23:19:36,RESOLVED
330439,2006-04-02 02:34:42,RESOLVED
330476,2007-01-21 16:09:02,RESOLVED
330485,2006-08-14 11:18:00,RESOLVED
330502,2006-03-14 12:42:59,RESOLVED
330519,2006-03-15 12:33:50,RESOLVED
330555,2006-10-14 11:55:29,RESOLVED
330577,2006-03-15 08:36:41,RESOLVED
330580,2006-03-15 09:41:40,RESOLVED
330583,2006-04-02 02:41:21,RESOLVED
330588,2006-03-15 12:36:13,RESOLVED
330599,2006-12-14 05:37:14,RESOLVED
330633,2010-03-17 16:05:43,RESOLVED
330686,2006-03-16 07:13:59,RESOLVED
330700,2007-02-06 06:21:16,RESOLVED
330717,2009-11-22 16:15:56,RESOLVED
330788,2006-03-17 00:54:45,VERIFIED
330804,2006-06-07 12:13:26,RESOLVED
330805,2009-04-11 04:20:26,RESOLVED
330806,2012-10-13 04:36:56,RESOLVED
330837,2006-03-22 11:41:07,RESOLVED
330838,2006-06-07 11:48:23,RESOLVED
330840,2012-10-17 23:41:00,RESOLVED
330841,2008-03-27 15:47:15,RESOLVED
330843,2008-12-25 20:55:40,RESOLVED
330844,2008-08-21 17:31:41,RESOLVED
330849,2009-01-12 21:51:37,RESOLVED
330931,2008-08-04 11:37:13,RESOLVED
330944,2006-03-28 09:49:23,RESOLVED
330984,2006-03-20 14:34:45,RESOLVED
330985,2006-03-22 11:41:13,RESOLVED
330986,2010-07-08 10:15:29,RESOLVED
330987,2006-03-20 14:42:13,RESOLVED
330988,2008-02-23 09:45:45,RESOLVED
330989,2008-05-13 13:08:36,RESOLVED
330996,2006-03-22 11:40:53,RESOLVED
331003,2006-03-22 11:40:59,RESOLVED
331004,2006-03-22 11:40:38,RESOLVED
331005,2006-03-18 22:15:03,RESOLVED
331006,2006-03-18 22:14:45,RESOLVED
331072,2006-03-20 08:59:31,VERIFIED
331076,2006-03-20 00:09:26,VERIFIED
331191,2006-03-21 02:23:30,RESOLVED
331313,2006-03-22 04:53:00,RESOLVED
331343,2006-04-04 12:55:57,RESOLVED
331365,2006-05-22 08:34:14,RESOLVED
331486,2006-03-23 09:09:26,RESOLVED
331489,2006-03-25 00:30:48,RESOLVED
331534,2009-01-08 14:05:37,RESOLVED
331555,2006-03-24 02:00:32,RESOLVED
331583,2006-03-24 10:12:42,RESOLVED
331587,2006-03-26 08:14:45,RESOLVED
331643,2006-03-26 15:08:22,VERIFIED
331688,2006-05-01 10:59:31,RESOLVED
331691,2007-07-19 03:05:14,RESOLVED
331811,2006-03-27 09:22:13,RESOLVED
331816,2006-03-26 19:08:45,RESOLVED
332064,2006-03-29 10:36:13,VERIFIED
332142,2006-03-31 00:42:18,RESOLVED
332190,2006-04-19 07:50:03,RESOLVED
332235,2006-04-01 01:30:05,RESOLVED
332351,2006-04-01 01:28:33,RESOLVED
332518,2008-03-30 03:55:37,RESOLVED
332555,2006-04-06 05:56:27,RESOLVED
332600,2006-04-04 13:48:14,RESOLVED
332692,2006-04-04 05:35:35,RESOLVED
332705,2006-04-09 09:33:58,RESOLVED
332709,2006-04-04 09:34:55,RESOLVED
332891,2006-04-05 14:00:27,RESOLVED
332906,2006-04-06 13:21:19,RESOLVED
332969,2006-04-07 09:41:00,RESOLVED
332995,2009-01-01 14:13:36,RESOLVED
333031,2006-04-12 14:00:04,RESOLVED
333158,2006-04-09 08:52:11,VERIFIED
333195,2006-04-08 01:57:06,RESOLVED
333326,2007-08-25 01:19:15,RESOLVED
333407,2006-07-26 07:40:32,RESOLVED
333442,2006-04-12 07:24:35,RESOLVED
333469,2006-07-24 06:56:23,RESOLVED
333581,2006-05-07 12:58:21,RESOLVED
333648,2009-02-14 00:49:24,RESOLVED
333682,2006-04-11 21:20:27,RESOLVED
333750,2006-04-12 09:18:23,RESOLVED
333772,2007-09-18 07:01:58,RESOLVED
333774,2006-04-12 13:20:54,RESOLVED
333836,2006-04-14 08:07:12,RESOLVED
333844,2006-04-14 02:09:44,RESOLVED
333867,2006-04-14 07:28:19,RESOLVED
333870,2010-08-23 14:23:04,RESOLVED
333998,2006-04-17 11:50:41,RESOLVED
334001,2006-08-27 20:25:11,RESOLVED
334023,2006-04-14 09:05:48,RESOLVED
334059,2010-10-29 13:43:25,RESOLVED
334344,2006-04-17 08:40:02,RESOLVED
334569,2006-04-19 01:40:07,RESOLVED
334617,2006-04-19 13:04:27,RESOLVED
334620,2006-04-19 13:27:28,RESOLVED
334831,2006-04-20 22:51:42,VERIFIED
334860,2006-04-26 11:55:53,VERIFIED
335064,2006-04-23 03:10:03,RESOLVED
335087,2006-04-22 07:47:04,RESOLVED
335150,2006-08-15 11:55:08,RESOLVED
335157,2006-04-23 10:41:49,RESOLVED
335177,2011-08-19 15:06:45,RESOLVED
335191,2006-04-23 23:53:23,VERIFIED
335354,2007-08-20 12:10:17,RESOLVED
335389,2006-12-18 19:01:43,RESOLVED
335417,2012-10-13 04:31:32,RESOLVED
335420,2008-04-20 06:05:04,RESOLVED
335488,2006-04-27 02:09:17,RESOLVED
335522,2006-04-26 10:36:57,RESOLVED
335572,2006-04-30 14:54:51,RESOLVED
335633,2006-04-30 03:56:52,RESOLVED
335743,2006-06-07 11:28:46,RESOLVED
335760,2006-04-28 02:19:57,RESOLVED
335805,2006-04-29 01:17:32,VERIFIED
335821,2006-04-28 06:43:11,RESOLVED
335857,2008-03-21 04:27:53,RESOLVED
335999,2006-04-30 11:37:54,RESOLVED
336005,2006-07-24 04:51:19,RESOLVED
336018,2006-04-30 07:17:32,RESOLVED
336019,2006-05-02 08:43:04,RESOLVED
336146,2006-05-02 09:19:35,RESOLVED
336239,2006-05-02 08:10:30,VERIFIED
336251,2006-05-02 23:59:10,RESOLVED
336260,2006-05-02 06:52:52,RESOLVED
336411,2006-05-03 06:06:46,RESOLVED
336614,2011-03-03 14:32:30,RESOLVED
336861,2006-05-06 05:03:50,RESOLVED
336890,2007-02-10 03:58:47,RESOLVED
337026,2006-05-07 15:19:22,RESOLVED
337073,2009-01-02 10:51:49,RESOLVED
337118,2006-08-21 10:25:49,RESOLVED
337151,2006-09-25 23:51:33,RESOLVED
337209,2006-05-09 15:36:26,RESOLVED
337258,2006-05-29 03:34:31,RESOLVED
337444,2006-05-14 09:53:30,RESOLVED
337485,2012-01-01 05:52:30,RESOLVED
337661,2006-05-15 07:13:26,RESOLVED
337670,2011-03-03 14:35:01,RESOLVED
337681,2006-05-15 07:20:02,RESOLVED
337683,2006-05-15 07:31:52,RESOLVED
337684,2009-11-25 16:41:52,RESOLVED
337701,2006-05-16 13:07:30,RESOLVED
337705,2006-05-15 07:41:14,RESOLVED
337717,2007-07-03 13:33:15,RESOLVED
337747,2006-05-16 13:08:50,RESOLVED
337777,2006-05-16 10:04:08,RESOLVED
337864,2010-05-17 20:18:14,RESOLVED
337947,2008-01-23 04:59:38,RESOLVED
337948,2007-01-10 18:42:36,RESOLVED
337989,2006-05-15 23:10:30,RESOLVED
337990,2006-05-15 04:40:26,RESOLVED
337994,2006-05-15 06:59:23,CLOSED
337995,2006-05-15 06:59:27,CLOSED
337996,2006-05-15 06:59:31,CLOSED
338157,2006-05-16 07:23:07,RESOLVED
338162,2006-05-17 15:26:35,RESOLVED
338365,2006-05-20 09:12:15,RESOLVED
338422,2006-05-18 09:44:28,RESOLVED
338434,2006-06-06 06:27:12,RESOLVED
338435,2006-11-25 02:47:39,RESOLVED
338439,2007-09-07 11:05:46,RESOLVED
338486,2008-04-23 16:07:47,VERIFIED
338548,2006-05-19 06:13:29,RESOLVED
338573,2006-05-30 12:19:17,RESOLVED
338623,2006-05-21 11:00:58,RESOLVED
338633,2006-05-21 11:50:29,VERIFIED
338799,2006-05-22 07:03:41,RESOLVED
338816,2007-08-29 02:24:32,RESOLVED
338869,2006-07-25 14:26:12,RESOLVED
338965,2006-08-24 23:41:40,RESOLVED
339093,2006-05-26 09:40:52,RESOLVED
339270,2010-10-18 00:38:46,RESOLVED
339357,2006-05-26 17:03:51,RESOLVED
339369,2012-07-03 14:07:03,RESOLVED
339451,2006-11-22 10:34:20,RESOLVED
339667,2006-06-07 12:39:32,RESOLVED
339679,2009-05-20 23:47:52,RESOLVED
339684,2010-06-28 23:03:19,VERIFIED
339731,2006-07-10 15:43:28,RESOLVED
339820,2006-05-31 07:03:08,RESOLVED
339858,2006-05-31 15:19:54,RESOLVED
339877,2006-05-31 13:35:20,RESOLVED
340026,2006-06-01 14:37:44,RESOLVED
340104,2006-06-03 03:23:37,RESOLVED
340116,2006-06-02 14:03:24,RESOLVED
340126,2006-06-03 23:48:46,RESOLVED
340130,2006-06-02 09:13:06,RESOLVED
340139,2006-06-03 11:06:55,RESOLVED
340154,2006-06-07 12:35:06,RESOLVED
340210,2006-06-05 16:25:36,RESOLVED
340223,2006-06-03 04:32:10,RESOLVED
340239,2006-06-28 02:08:53,RESOLVED
340253,2006-06-03 10:54:30,RESOLVED
340309,2006-06-06 13:55:41,RESOLVED
340350,2007-07-11 08:31:32,RESOLVED
340499,2007-04-18 07:00:04,RESOLVED
340524,2006-06-06 13:48:43,RESOLVED
340525,2009-08-13 12:35:28,RESOLVED
340538,2006-10-20 09:53:52,RESOLVED
340609,2008-09-21 13:05:20,RESOLVED
340713,2006-06-07 11:11:22,RESOLVED
340820,2006-06-08 07:16:48,RESOLVED
340821,2008-01-28 05:28:03,RESOLVED
340828,2006-06-08 05:55:18,VERIFIED
340837,2006-06-08 07:39:24,RESOLVED
340838,2006-06-08 07:46:17,RESOLVED
340848,2006-06-12 08:41:17,RESOLVED
340884,2007-08-30 17:15:27,RESOLVED
340892,2006-06-08 14:40:27,RESOLVED
340904,2006-06-09 02:31:34,RESOLVED
340931,2006-06-09 11:06:45,RESOLVED
340967,2006-08-09 01:47:46,RESOLVED
340991,2006-11-01 09:02:00,RESOLVED
341086,2006-06-11 06:12:41,RESOLVED
341088,2006-06-10 14:21:29,RESOLVED
341091,2006-09-03 10:17:49,RESOLVED
341192,2006-07-09 15:38:08,RESOLVED
341193,2006-07-09 15:11:20,RESOLVED
341194,2006-06-11 15:02:17,RESOLVED
341195,2006-07-09 15:11:14,RESOLVED
341196,2006-06-11 15:09:27,RESOLVED
341197,2006-07-09 15:12:50,RESOLVED
341198,2006-07-09 15:37:42,RESOLVED
341244,2006-06-12 07:04:45,VERIFIED
341267,2011-05-17 13:11:40,RESOLVED
341273,2006-06-17 14:36:19,RESOLVED
341284,2006-06-12 10:48:37,RESOLVED
341285,2006-07-10 13:34:19,RESOLVED
341374,2006-06-18 07:55:35,RESOLVED
341449,2010-08-01 13:54:00,RESOLVED
341453,2006-06-14 12:17:36,RESOLVED
341454,2006-06-19 22:58:10,RESOLVED
341456,2006-06-14 12:30:35,RESOLVED
341492,2006-06-14 12:45:38,RESOLVED
341508,2008-02-11 14:20:41,RESOLVED
341539,2009-07-31 07:00:07,RESOLVED
341616,2006-07-25 08:39:20,RESOLVED
341689,2006-06-16 04:28:15,RESOLVED
341809,2011-08-07 20:21:01,RESOLVED
341812,2007-11-12 06:35:49,RESOLVED
341822,2006-07-14 10:41:41,RESOLVED
341866,2006-06-18 14:00:29,RESOLVED
341867,2006-07-04 00:52:12,RESOLVED
341869,2006-08-05 14:45:38,RESOLVED
342033,2006-06-19 08:15:11,RESOLVED
342053,2006-06-19 11:01:06,RESOLVED
342060,2006-06-19 21:44:03,RESOLVED
342104,2006-07-24 07:18:03,VERIFIED
342114,2006-06-29 07:40:34,RESOLVED
342121,2006-06-29 07:50:38,RESOLVED
342130,2006-06-20 01:33:24,RESOLVED
342238,2006-07-08 20:00:29,RESOLVED
342270,2006-06-21 03:10:24,RESOLVED
342271,2006-06-21 22:50:15,RESOLVED
342388,2006-06-22 00:43:19,RESOLVED
342400,2006-06-23 22:13:11,RESOLVED
342404,2006-06-23 22:16:19,RESOLVED
342410,2006-06-26 01:07:04,RESOLVED
342519,2006-06-23 22:32:32,RESOLVED
342528,2006-06-26 07:16:08,RESOLVED
342731,2006-06-29 07:33:32,RESOLVED
342740,2011-03-03 14:34:02,RESOLVED
342757,2006-07-11 21:05:17,RESOLVED
342828,2006-07-03 00:33:42,RESOLVED
342842,2006-07-26 02:45:15,RESOLVED
342861,2006-07-05 14:31:57,RESOLVED
343050,2006-08-18 08:31:59,RESOLVED
343166,2006-07-01 07:11:03,RESOLVED
343189,2006-07-03 12:47:02,RESOLVED
343248,2006-07-01 07:46:25,RESOLVED
343294,2006-07-03 00:09:01,RESOLVED
343337,2006-07-03 12:20:48,RESOLVED
343361,2006-07-05 14:33:43,RESOLVED
343364,2006-07-03 00:22:16,RESOLVED
343418,2006-08-17 11:16:59,RESOLVED
343421,2006-07-06 03:07:16,RESOLVED
343566,2006-07-04 13:30:34,RESOLVED
343699,2006-07-05 16:49:52,RESOLVED
343702,2006-07-05 17:20:24,RESOLVED
343725,2006-07-24 11:38:53,RESOLVED
343726,2006-07-06 00:25:20,RESOLVED
343728,2006-07-06 01:04:48,RESOLVED
343752,2006-07-25 14:34:04,RESOLVED
343770,2006-07-06 08:45:07,RESOLVED
343802,2006-07-06 13:24:42,RESOLVED
343916,2006-07-12 03:39:06,RESOLVED
344043,2008-02-12 02:11:28,RESOLVED
344055,2006-07-10 15:07:01,RESOLVED
344106,2006-07-12 02:51:59,RESOLVED
344141,2006-07-10 09:40:16,RESOLVED
344169,2006-07-10 13:09:01,RESOLVED
344260,2006-07-11 08:54:03,RESOLVED
344282,2006-08-19 11:49:45,RESOLVED
344293,2010-05-17 14:25:14,RESOLVED
344298,2006-07-13 10:06:28,RESOLVED
344342,2006-07-12 07:45:43,RESOLVED
344419,2006-09-26 03:14:10,RESOLVED
344432,2007-04-13 01:11:52,RESOLVED
344448,2006-07-13 09:37:21,RESOLVED
344497,2006-07-13 03:12:41,RESOLVED
344507,2006-07-13 09:52:33,RESOLVED
344516,2006-07-24 12:13:33,RESOLVED
344527,2006-07-24 12:46:37,RESOLVED
344547,2007-01-09 02:16:05,RESOLVED
344612,2006-07-19 10:37:34,RESOLVED
344647,2006-08-03 15:27:01,RESOLVED
344661,2006-07-16 05:23:11,RESOLVED
344727,2006-07-14 13:12:48,RESOLVED
344748,2007-03-30 16:19:29,RESOLVED
344903,2006-07-18 12:03:43,RESOLVED
344915,2006-07-18 12:08:58,RESOLVED
344917,2011-10-20 14:39:15,RESOLVED
344935,2006-07-17 08:17:16,RESOLVED
344944,2006-07-17 23:57:11,RESOLVED
344961,2006-08-21 09:47:14,RESOLVED
345011,2006-07-17 19:16:26,RESOLVED
345032,2006-07-18 12:55:00,RESOLVED
345104,2006-07-18 12:14:06,RESOLVED
345200,2006-07-19 05:55:37,RESOLVED
345241,2006-07-20 00:16:12,RESOLVED
345244,2012-09-19 10:44:48,RESOLVED
345313,2006-07-20 03:04:33,RESOLVED
345346,2007-10-05 12:35:54,RESOLVED
345359,2006-07-24 15:09:10,RESOLVED
345364,2006-07-20 14:34:54,RESOLVED
345381,2006-07-20 14:29:32,RESOLVED
345389,2006-07-24 21:24:58,RESOLVED
345405,2006-12-15 16:47:21,RESOLVED
345480,2006-07-21 06:17:50,RESOLVED
345504,2006-07-21 09:40:24,RESOLVED
345547,2006-09-11 12:28:06,RESOLVED
345652,2006-07-24 16:26:36,RESOLVED
345680,2006-11-21 01:42:27,RESOLVED
345701,2006-07-24 00:22:16,RESOLVED
345728,2006-07-25 12:09:13,RESOLVED
345790,2006-07-25 22:24:02,VERIFIED
345929,2006-08-03 12:53:46,RESOLVED
345958,2006-08-24 12:49:58,RESOLVED
345959,2006-09-25 06:03:48,VERIFIED
345970,2007-07-25 10:26:00,RESOLVED
345971,2006-07-31 00:58:42,VERIFIED
346086,2006-10-14 12:11:28,RESOLVED
346091,2006-11-14 11:46:04,RESOLVED
346121,2006-12-29 13:19:12,RESOLVED
346124,2006-07-27 10:08:17,RESOLVED
346155,2009-08-20 16:03:11,RESOLVED
346245,2006-07-28 11:36:05,RESOLVED
346249,2011-04-27 01:51:08,RESOLVED
346280,2010-04-07 01:43:59,RESOLVED
346295,2006-07-29 02:52:06,RESOLVED
346329,2009-12-17 03:18:14,VERIFIED
346350,2006-07-30 03:56:44,RESOLVED
346451,2008-08-21 04:10:59,RESOLVED
346501,2006-10-19 10:00:58,VERIFIED
346502,2006-09-24 11:36:32,RESOLVED
346504,2006-09-24 11:38:50,RESOLVED
346505,2006-09-24 11:33:59,RESOLVED
346506,2006-10-15 01:10:23,RESOLVED
346507,2006-10-14 22:39:11,RESOLVED
346508,2006-10-14 23:27:17,RESOLVED
346509,2006-10-14 22:57:39,RESOLVED
346510,2006-10-14 23:12:26,RESOLVED
346524,2006-07-30 02:06:15,RESOLVED
346525,2006-10-15 01:05:02,RESOLVED
346564,2006-12-26 16:48:25,VERIFIED
346667,2006-08-03 10:53:50,RESOLVED
346674,2006-07-31 05:01:44,RESOLVED
346691,2006-07-31 08:40:25,RESOLVED
346733,2006-07-31 11:37:09,RESOLVED
346814,2006-08-01 00:20:54,VERIFIED
346838,2006-08-02 01:27:25,RESOLVED
347067,2006-08-02 23:04:40,RESOLVED
347124,2012-08-09 05:42:51,RESOLVED
347228,2006-08-08 23:15:43,RESOLVED
347269,2006-08-08 12:56:08,RESOLVED
347272,2006-08-04 03:46:52,RESOLVED
347277,2006-08-05 14:32:33,RESOLVED
347360,2006-08-04 05:10:44,RESOLVED
347387,2006-08-04 08:46:25,RESOLVED
347453,2006-09-23 18:36:45,RESOLVED
347517,2006-08-05 03:17:33,RESOLVED
347619,2006-08-15 14:19:01,RESOLVED
347699,2006-08-06 22:34:11,RESOLVED
347706,2006-08-07 14:06:52,RESOLVED
347707,2008-12-24 10:12:30,RESOLVED
347712,2008-08-29 01:09:14,VERIFIED
347713,2006-08-07 12:04:53,RESOLVED
347721,2008-12-19 04:45:00,RESOLVED
347777,2006-08-07 13:36:28,RESOLVED
347809,2006-08-07 13:53:08,RESOLVED
347811,2006-08-08 07:43:40,RESOLVED
347817,2006-08-08 11:45:17,RESOLVED
347818,2006-08-08 11:53:49,RESOLVED
347845,2007-03-05 23:20:30,RESOLVED
347871,2006-08-08 05:30:44,RESOLVED
347893,2006-08-08 07:38:00,RESOLVED
347991,2008-10-21 12:58:14,RESOLVED
347997,2006-08-09 01:00:27,VERIFIED
348056,2006-08-09 16:31:27,RESOLVED
348070,2006-08-10 11:55:27,RESOLVED
348102,2009-10-27 03:02:36,RESOLVED
348166,2007-03-08 08:25:38,RESOLVED
348184,2006-08-20 21:54:44,RESOLVED
348244,2007-02-03 11:42:48,RESOLVED
348281,2007-01-10 10:21:23,RESOLVED
348282,2007-02-06 05:59:00,RESOLVED
348283,2007-02-06 04:39:56,RESOLVED
348331,2006-08-14 11:06:43,RESOLVED
348337,2006-08-14 11:10:54,RESOLVED
348397,2010-10-18 10:57:01,RESOLVED
348464,2006-08-14 09:07:45,RESOLVED
348529,2006-08-14 09:10:43,RESOLVED
348549,2006-08-13 11:40:50,RESOLVED
348629,2006-08-17 01:53:39,VERIFIED
348700,2006-08-14 23:46:19,VERIFIED
348828,2007-03-15 04:02:17,RESOLVED
348871,2006-08-17 11:24:07,RESOLVED
348923,2006-10-20 11:50:41,RESOLVED
349015,2012-04-21 03:47:31,RESOLVED
349026,2006-08-21 10:09:07,RESOLVED
349029,2012-10-03 22:57:15,RESOLVED
349136,2006-08-20 22:59:18,RESOLVED
349139,2008-02-17 05:04:42,RESOLVED
