Bug_id,Timestamp,Severity
322676,2006-01-07 07:57:39,normal
322679,2006-01-07 08:11:58,major
322681,2006-01-07 08:21:02,normal
322684,2006-01-07 08:30:34,critical
322698,2006-01-07 12:39:13,normal
322703,2006-01-07 13:27:20,normal
322706,2006-01-07 14:02:18,normal
322715,2006-01-07 16:45:06,normal
322722,2006-01-07 19:07:52,critical
322723,2006-01-07 19:27:34,normal
322742,2006-01-08 04:59:55,normal
322743,2006-01-08 05:03:52,normal
322750,2006-01-08 07:15:52,normal
322755,2006-01-08 08:06:07,normal
322756,2006-01-08 08:37:58,major
322757,2006-01-08 09:24:56,normal
322758,2006-01-08 09:35:24,major
322775,2006-01-08 14:39:25,trivial
322778,2006-01-08 15:25:26,normal
322785,2006-01-08 16:26:25,normal
322791,2006-01-08 18:23:29,major
322795,2006-01-08 19:56:46,normal
322801,2006-01-08 21:44:07,normal
322803,2006-01-08 22:08:16,normal
322811,2006-01-09 03:26:35,normal
322814,2006-01-09 04:39:13,normal
322817,2006-01-09 05:39:54,normal
322826,2006-01-09 08:16:56,critical
322829,2006-01-09 08:50:37,critical
322835,2006-01-09 09:48:45,normal
322843,2006-01-09 11:29:19,normal
322864,2006-01-09 14:50:05,normal
322867,2006-01-09 15:12:34,normal
322868,2006-01-09 15:12:56,normal
322873,2006-01-09 16:03:09,normal
322876,2006-01-09 16:38:12,critical
322880,2006-01-10 00:18:11,normal
322883,2006-01-09 17:56:55,critical
322887,2006-01-09 20:00:55,normal
322891,2006-01-09 21:50:40,major
322892,2006-01-09 22:04:09,normal
322901,2006-01-10 01:05:24,critical
322902,2006-01-10 01:44:58,trivial
322903,2006-01-20 10:39:53,blocker
322909,2006-01-10 02:21:00,minor
322911,2006-01-10 02:35:10,normal
322913,2006-01-10 03:59:29,normal
322915,2006-01-10 04:15:02,critical
322927,2006-01-10 06:42:02,normal
322934,2006-01-10 07:24:50,normal
322937,2006-01-10 07:56:02,normal
322943,2006-01-10 08:29:33,major
322951,2006-01-10 10:19:31,minor
322967,2006-01-10 12:15:32,normal
322972,2006-01-10 12:46:54,normal
322977,2006-01-10 13:08:43,normal
322983,2006-01-10 16:12:49,critical
322986,2006-01-10 14:02:41,blocker
322988,2006-01-10 14:08:16,blocker
322989,2006-01-10 14:09:22,blocker
322990,2006-01-10 14:15:20,critical
322997,2006-01-10 15:22:20,critical
323000,2006-01-10 15:38:39,normal
323002,2006-01-10 16:43:09,normal
323019,2006-01-10 23:28:33,normal
323021,2006-01-10 23:41:20,normal
323023,2006-01-11 00:31:20,minor
323029,2006-01-11 02:40:33,normal
323030,2006-01-11 03:11:00,normal
323037,2006-01-11 04:51:10,critical
323038,2006-01-11 04:56:19,critical
323043,2006-01-11 06:33:21,major
323045,2006-01-11 06:43:45,critical
323047,2006-01-11 07:24:51,major
323066,2006-01-11 11:01:16,critical
323069,2006-01-11 11:41:31,major
323071,2006-01-11 11:44:48,normal
323074,2006-01-11 13:01:33,normal
323078,2006-01-11 13:11:02,normal
323089,2006-01-11 14:35:41,normal
323095,2006-01-11 15:31:13,normal
323096,2006-01-24 09:20:53,critical
323107,2006-01-11 18:06:54,minor
323117,2006-01-11 21:27:16,normal
323119,2006-01-11 21:46:15,minor
323120,2006-01-11 22:14:00,normal
323132,2006-01-12 01:45:31,normal
323134,2006-01-12 01:55:59,normal
323146,2006-01-12 04:40:14,critical
323150,2006-01-12 05:12:00,minor
323152,2006-01-12 05:30:29,trivial
323164,2006-01-12 06:58:15,major
323167,2006-01-12 07:10:55,normal
323172,2006-01-12 07:40:47,normal
323173,2006-01-12 07:53:46,trivial
323176,2006-01-12 07:59:18,minor
323185,2006-01-12 09:07:56,normal
323194,2006-01-12 09:59:13,normal
323209,2006-01-18 16:44:36,normal
323213,2006-01-12 11:46:09,normal
323216,2006-01-12 12:04:33,normal
323219,2006-01-12 12:22:14,critical
323236,2006-01-12 14:08:46,trivial
323242,2006-01-12 14:32:48,normal
323256,2006-01-12 18:29:18,normal
323258,2006-01-12 18:37:29,normal
323259,2006-01-12 19:55:34,normal
323263,2006-01-12 20:52:58,normal
323264,2006-01-12 20:54:37,critical
323269,2006-01-12 22:31:44,minor
323270,2006-01-14 16:47:18,trivial
323271,2006-01-12 23:32:05,normal
323277,2006-01-13 00:03:34,major
323280,2006-01-13 00:53:19,normal
323281,2006-01-13 07:15:18,critical
323289,2006-01-13 03:12:18,normal
323295,2006-01-13 04:07:42,major
323304,2006-01-13 06:18:31,major
323310,2006-01-13 07:31:46,normal
323312,2006-01-13 07:59:07,normal
323322,2006-01-13 09:45:56,normal
323327,2006-01-13 10:24:23,trivial
323342,2006-01-13 12:41:10,normal
323344,2006-01-13 12:52:33,normal
323345,2006-01-13 13:24:43,normal
323349,2006-01-13 13:31:57,normal
323356,2006-01-13 14:37:25,normal
323362,2006-01-13 15:59:52,normal
323368,2006-01-13 18:12:26,normal
323398,2006-01-14 03:17:52,critical
323399,2006-01-14 03:49:25,normal
323403,2006-01-14 04:29:20,major
323408,2006-01-14 05:50:46,major
323413,2006-01-14 06:18:28,critical
323418,2006-01-14 07:33:29,normal
323419,2006-01-14 07:35:49,normal
323422,2006-01-14 08:11:52,normal
323423,2006-01-14 08:17:49,normal
323425,2006-01-14 08:24:22,normal
323429,2006-01-14 08:34:04,normal
323432,2006-01-14 09:03:16,normal
323434,2006-01-14 09:09:03,normal
323440,2006-01-14 10:27:54,normal
323443,2006-01-14 10:53:16,normal
323446,2006-01-14 11:29:27,normal
323452,2006-01-14 12:04:20,normal
323459,2006-01-14 13:20:04,normal
323462,2006-01-14 13:55:01,normal
323464,2006-01-14 14:03:28,normal
323466,2006-01-14 14:25:10,major
323467,2006-01-14 14:27:56,normal
323469,2006-01-14 15:42:47,normal
323472,2006-01-14 16:00:01,critical
323475,2006-01-14 17:07:47,critical
323478,2006-01-14 18:59:09,normal
323483,2006-01-14 20:05:33,major
323484,2006-01-14 20:16:02,major
323490,2006-01-14 22:01:43,normal
323491,2006-01-14 22:02:06,critical
323492,2006-01-17 16:01:21,blocker
323505,2006-01-15 01:16:40,critical
323522,2006-01-15 06:54:28,normal
323523,2006-01-15 06:55:49,critical
323532,2006-01-15 08:07:32,normal
323536,2006-01-15 08:33:33,critical
323537,2006-01-15 08:43:08,normal
323538,2006-01-15 08:44:18,normal
323544,2006-01-15 10:19:55,normal
323545,2006-01-15 10:20:40,normal
323549,2006-01-15 12:15:31,normal
323552,2006-01-15 12:52:37,critical
323561,2006-01-15 14:35:13,major
323565,2006-01-15 16:15:29,normal
323568,2006-01-15 17:26:09,major
323572,2006-01-15 18:07:12,critical
323573,2006-01-15 18:11:32,critical
323594,2006-01-15 22:47:23,normal
323599,2006-01-15 23:24:35,major
323610,2006-01-16 02:31:54,normal
323612,2006-01-16 03:19:20,normal
323613,2006-01-16 03:35:24,normal
323621,2006-01-16 06:00:08,major
323623,2006-01-16 06:15:17,normal
323630,2006-01-16 08:19:55,major
323632,2006-01-16 08:20:57,normal
323633,2006-01-16 08:23:35,normal
323635,2006-01-16 08:39:13,minor
323638,2006-01-16 08:51:58,normal
323639,2006-01-16 09:08:55,normal
323647,2006-01-16 10:26:53,normal
323648,2006-01-16 10:27:05,normal
323649,2006-01-16 10:30:59,minor
323658,2006-01-16 11:06:50,normal
323659,2006-01-16 11:08:43,normal
323660,2006-01-16 11:16:22,critical
323668,2006-01-16 12:58:10,normal
323672,2006-01-16 13:37:09,normal
323685,2006-01-16 14:59:10,normal
323686,2006-01-16 15:03:24,trivial
323689,2006-01-16 15:29:15,major
323693,2006-01-16 15:59:58,minor
323715,2006-01-16 20:23:13,trivial
323720,2006-01-16 22:02:03,normal
323724,2006-01-16 22:36:19,major
323729,2006-01-16 23:21:33,normal
323734,2006-01-17 00:34:13,normal
323761,2006-01-17 05:31:53,minor
323762,2006-01-17 05:34:01,normal
323771,2006-01-17 06:53:46,normal
323788,2006-01-17 09:34:17,normal
323798,2006-01-17 11:31:34,normal
323800,2006-01-17 16:23:52,major
323801,2006-01-17 11:38:56,normal
323803,2006-01-17 11:44:32,normal
323805,2006-01-17 12:05:48,normal
323811,2006-01-17 12:57:45,normal
323812,2006-01-17 13:00:03,normal
323825,2006-01-17 15:29:32,major
323830,2006-01-17 15:47:01,normal
323831,2006-01-17 15:57:38,major
323832,2006-01-17 16:06:14,normal
323834,2006-01-17 16:24:25,normal
323837,2006-01-17 18:45:41,major
323839,2006-01-17 19:34:03,normal
323844,2006-01-17 21:15:40,minor
323855,2006-01-18 00:01:16,normal
323857,2006-02-19 11:17:28,normal
323861,2006-01-18 01:01:25,normal
323863,2006-01-18 01:19:29,normal
323871,2006-01-18 02:24:22,major
323872,2006-01-18 02:47:22,major
323878,2006-01-18 03:51:32,minor
323879,2006-01-18 04:04:45,critical
323885,2006-01-18 04:38:45,normal
323889,2006-01-18 05:54:41,normal
323892,2006-01-18 06:23:39,normal
323895,2006-01-18 07:15:41,normal
323897,2006-01-18 07:36:41,minor
323899,2006-01-18 08:02:04,normal
323913,2006-01-18 11:07:22,minor
323921,2006-01-18 12:19:55,minor
323929,2006-01-18 12:44:45,normal
323932,2006-01-18 12:50:13,normal
323935,2006-01-18 12:58:50,normal
323939,2006-01-18 21:12:39,critical
323943,2006-01-18 14:02:00,normal
323948,2006-01-18 14:39:41,normal
323957,2006-01-18 15:40:14,normal
323962,2006-01-18 16:51:50,major
323965,2006-01-18 17:31:03,minor
323966,2006-05-18 07:50:46,minor
323972,2006-01-18 19:48:39,trivial
323987,2006-01-18 23:16:56,normal
323991,2006-01-19 00:41:27,normal
323995,2006-01-19 01:31:41,normal
324002,2006-01-19 03:49:01,normal
324004,2006-01-19 04:00:30,normal
324005,2006-01-19 04:15:01,normal
324020,2006-01-19 07:09:25,critical
324023,2006-01-25 11:33:44,normal
324038,2006-01-19 10:19:04,minor
324041,2006-01-19 11:12:14,normal
324042,2006-01-19 11:23:09,major
324047,2006-01-19 11:54:35,normal
324048,2006-01-19 11:58:53,normal
324049,2006-01-19 12:03:33,normal
324052,2006-01-19 12:15:53,normal
324056,2006-01-19 12:54:13,normal
324061,2006-01-19 13:49:07,normal
324063,2006-01-19 13:59:48,normal
324064,2006-01-19 14:01:07,normal
324066,2006-01-19 14:08:04,normal
324068,2006-01-19 14:19:04,major
324070,2006-01-19 14:24:43,normal
324071,2006-01-19 14:26:11,normal
324080,2006-01-19 16:39:19,normal
324087,2006-01-19 19:23:29,critical
324089,2006-01-19 19:32:58,critical
324091,2006-01-19 19:47:49,normal
324114,2006-01-20 01:07:20,normal
324116,2006-01-20 01:39:28,normal
324123,2006-01-20 03:00:35,major
324129,2006-01-20 05:08:08,trivial
324130,2006-01-20 05:27:29,trivial
324132,2006-01-20 05:34:26,normal
324135,2006-01-21 17:45:31,critical
324144,2006-01-20 06:52:58,minor
324148,2006-01-20 07:23:51,minor
324150,2006-01-20 07:30:50,normal
324155,2006-01-20 07:50:39,major
324160,2006-01-20 08:37:43,normal
324164,2006-01-20 09:17:10,normal
324166,2006-01-20 09:49:45,major
324168,2006-01-20 10:12:58,normal
324180,2006-01-20 12:57:52,normal
324181,2006-01-20 13:00:22,normal
324184,2006-01-20 13:45:27,normal
324185,2006-01-20 13:49:04,critical
324187,2006-01-20 13:57:06,normal
324191,2006-01-20 14:28:37,normal
324195,2006-01-20 15:24:50,minor
324197,2006-01-20 15:44:15,normal
324202,2006-01-20 17:03:07,normal
324204,2006-01-21 17:42:30,critical
324209,2006-01-20 18:04:59,minor
324210,2006-01-20 18:06:35,normal
324224,2006-01-20 22:29:17,normal
324225,2006-01-20 22:56:39,normal
324227,2006-01-20 23:54:01,normal
324230,2006-01-21 02:21:29,normal
324237,2006-01-21 19:44:46,minor
324241,2006-01-21 06:05:18,normal
324256,2006-01-21 09:41:37,normal
324259,2006-01-21 10:09:45,minor
324262,2006-01-21 10:31:47,minor
324263,2006-01-21 10:40:28,normal
324264,2006-01-21 17:02:24,critical
324269,2006-01-21 11:38:15,critical
324274,2006-01-21 12:11:28,normal
324275,2006-01-21 17:00:50,normal
324287,2006-01-21 14:27:16,minor
324290,2006-01-21 15:24:47,minor
324292,2006-01-21 15:45:42,major
324295,2006-01-21 16:23:32,normal
324300,2006-01-21 17:32:57,critical
324304,2006-01-21 20:03:00,normal
324307,2006-01-21 21:40:04,normal
324321,2006-01-22 04:35:02,trivial
324322,2006-01-22 04:56:14,normal
324324,2006-01-22 05:29:04,normal
324328,2006-01-22 07:05:38,normal
324330,2006-01-22 07:50:01,normal
324331,2006-01-22 07:53:30,minor
324332,2006-01-22 07:58:39,minor
324335,2006-01-22 09:05:32,normal
324339,2006-01-22 09:34:19,major
324342,2006-01-22 09:50:58,blocker
324344,2006-01-22 10:08:21,major
324345,2006-01-22 10:22:36,normal
324347,2006-01-22 10:29:25,normal
324348,2006-01-22 10:52:44,normal
324354,2006-01-22 11:23:21,major
324358,2006-01-22 12:41:21,normal
324360,2006-01-22 13:06:37,major
324364,2006-01-22 14:39:38,trivial
324385,2006-01-23 00:29:36,normal
324387,2006-01-23 00:33:12,major
324395,2006-01-23 01:48:14,trivial
324400,2006-01-23 02:32:15,normal
324403,2006-01-23 03:05:26,normal
324404,2006-01-23 03:42:57,major
324405,2006-01-23 03:43:43,normal
324420,2006-01-23 06:38:38,normal
324421,2006-01-23 07:09:39,normal
324428,2006-01-23 08:20:07,normal
324429,2006-01-23 08:24:33,normal
324433,2006-01-23 09:42:21,major
324437,2006-01-23 10:51:11,normal
324438,2006-01-23 10:54:06,major
324447,2006-01-23 12:32:07,normal
324449,2006-01-23 14:34:41,major
324454,2006-01-23 13:35:22,normal
324455,2006-01-23 13:54:02,normal
324459,2006-01-23 14:43:11,normal
324461,2006-01-23 14:50:28,normal
324462,2006-01-23 14:52:15,trivial
324470,2006-01-23 16:43:19,normal
324471,2006-01-23 16:49:17,normal
324481,2006-01-23 18:53:11,minor
324487,2006-01-23 21:37:59,normal
324489,2006-01-23 22:03:48,major
324490,2006-01-23 22:11:22,critical
324491,2006-01-23 22:35:29,normal
324497,2006-01-24 00:01:10,major
324509,2006-01-24 04:35:36,normal
324512,2006-01-25 02:25:02,normal
324515,2006-01-24 06:28:58,normal
324522,2006-01-24 07:48:20,major
324526,2006-01-24 08:28:04,critical
324528,2006-01-24 08:44:44,normal
324531,2006-01-24 09:27:45,normal
324539,2006-01-24 10:18:07,normal
324545,2006-01-24 10:48:54,normal
324547,2006-01-24 11:20:33,major
324552,2006-01-24 12:10:57,normal
324553,2006-01-24 12:11:03,normal
324554,2006-01-24 12:11:19,normal
324555,2006-01-24 12:15:35,major
324556,2006-01-24 12:16:26,normal
324562,2006-01-24 12:53:56,critical
324563,2006-01-24 12:59:04,normal
324564,2006-01-24 13:24:05,normal
324565,2006-01-24 13:26:11,critical
324567,2006-01-24 13:54:02,normal
324569,2006-01-24 14:17:07,normal
324577,2006-01-24 15:07:03,critical
324579,2006-01-24 15:20:01,normal
324580,2006-01-24 15:30:05,major
324582,2006-01-24 15:53:33,critical
324586,2006-01-24 16:18:59,normal
324587,2006-01-24 16:21:02,major
324588,2006-01-24 16:35:11,normal
324589,2006-01-24 16:40:10,critical
324590,2006-01-24 17:04:52,normal
324596,2006-01-24 18:18:10,normal
324602,2007-02-06 02:18:44,critical
324604,2006-01-24 22:01:44,normal
324605,2006-01-24 22:16:15,critical
324607,2006-01-24 22:44:10,normal
324610,2006-01-25 00:01:43,normal
324614,2006-01-25 00:50:21,normal
324618,2006-01-25 01:22:28,normal
324622,2006-01-25 01:29:44,normal
324623,2006-01-25 01:37:32,normal
324629,2006-01-25 02:24:48,normal
324630,2006-01-25 02:42:00,major
324632,2006-01-25 03:17:53,normal
324636,2006-01-25 05:18:08,critical
324641,2006-01-25 06:11:50,major
324652,2006-01-25 07:31:51,normal
324655,2006-01-25 08:04:33,normal
324664,2006-01-25 08:37:22,normal
324677,2006-01-25 09:42:34,normal
324684,2006-01-25 10:08:26,normal
324691,2006-01-25 10:36:32,normal
324692,2006-01-25 10:40:44,critical
324695,2006-01-25 10:57:44,normal
324704,2006-01-25 11:57:34,normal
324708,2006-01-25 12:23:50,normal
324716,2006-01-25 13:14:38,normal
324717,2006-01-25 13:36:45,normal
324727,2006-01-25 15:32:18,normal
324728,2006-01-25 16:16:40,normal
324730,2006-01-25 16:28:48,normal
324736,2006-01-25 17:25:31,normal
324737,2006-02-24 06:48:12,minor
324745,2006-01-25 19:34:58,normal
324748,2006-01-25 20:32:13,major
324755,2006-01-25 21:59:30,major
324763,2006-01-26 00:00:54,major
324778,2006-01-26 01:45:11,normal
324780,2006-01-26 02:23:27,normal
324782,2006-01-26 02:31:27,normal
324785,2006-01-26 03:40:08,normal
324787,2006-01-26 03:47:20,minor
324789,2006-01-26 04:24:42,normal
324793,2006-01-26 05:42:49,normal
324795,2006-01-26 05:58:17,normal
324798,2006-01-26 06:13:53,normal
324801,2006-01-26 06:40:13,normal
324802,2006-01-26 06:43:30,minor
324810,2006-01-26 07:47:16,major
324811,2006-01-26 07:52:32,major
324814,2006-01-26 08:20:09,normal
324817,2006-01-26 08:36:00,normal
324822,2006-01-26 09:04:18,major
324826,2006-01-26 09:27:06,normal
324827,2006-01-26 09:28:03,normal
324831,2006-01-26 09:57:41,major
324832,2006-01-26 10:16:10,normal
324834,2006-01-26 10:25:31,normal
324838,2006-01-26 10:42:25,major
324845,2006-01-26 11:40:45,normal
324846,2006-01-26 11:49:58,normal
324850,2006-01-26 12:07:41,normal
324851,2006-01-26 12:13:26,normal
324856,2006-01-26 12:47:15,normal
324858,2006-01-26 12:54:21,major
324864,2006-01-26 13:27:55,normal
324868,2006-01-26 13:50:30,major
324869,2006-01-26 13:50:04,normal
324872,2006-01-26 14:30:17,minor
324876,2006-01-26 15:15:04,normal
324879,2006-01-26 15:44:05,normal
324880,2007-04-28 15:10:42,major
324886,2006-01-26 17:50:15,major
324888,2006-01-26 19:13:42,normal
324889,2006-01-26 19:13:42,normal
324890,2006-01-26 19:13:53,normal
324891,2006-01-26 19:14:02,normal
324894,2006-01-26 19:18:46,normal
324897,2006-01-26 20:12:32,normal
324900,2006-01-27 11:55:30,normal
324910,2006-01-26 23:50:51,normal
324912,2006-01-27 00:02:38,normal
324914,2006-01-27 01:05:55,normal
324919,2006-01-27 02:16:58,major
324931,2006-01-27 04:17:43,major
324932,2006-01-27 04:27:43,minor
324934,2006-01-27 05:02:37,normal
324935,2006-01-27 05:05:26,normal
324937,2006-01-27 05:12:47,normal
324940,2006-01-30 09:23:53,critical
324946,2006-01-27 07:41:32,normal
324948,2006-01-27 07:59:13,normal
324952,2006-01-27 08:43:59,critical
324957,2006-01-27 09:28:47,normal
324958,2006-01-27 09:33:15,normal
324959,2006-01-27 09:36:12,normal
324961,2006-01-27 09:49:21,normal
324964,2006-01-27 10:37:16,normal
324966,2006-01-27 11:05:03,normal
324968,2006-01-27 11:32:12,normal
324978,2006-01-27 13:09:16,major
324982,2006-01-27 13:44:28,normal
324984,2006-01-27 13:58:31,major
324999,2006-01-27 17:22:30,normal
325003,2006-01-27 19:19:33,normal
325009,2006-01-27 20:45:53,normal
325013,2006-01-27 22:38:42,critical
325014,2006-01-27 23:21:44,normal
325017,2006-01-28 01:40:18,normal
325023,2006-01-28 02:35:27,normal
325027,2006-01-28 03:12:42,normal
325036,2006-01-28 03:55:05,major
325038,2006-01-28 04:04:28,normal
325042,2006-01-28 05:01:49,normal
325054,2006-01-28 08:53:57,normal
325056,2006-01-28 08:56:04,normal
325062,2006-01-28 10:31:15,major
325065,2006-01-28 11:43:51,normal
325071,2006-01-28 12:23:20,normal
325075,2006-01-28 13:26:37,normal
325078,2006-01-28 14:09:26,normal
325080,2006-01-28 14:50:26,normal
325081,2006-01-28 14:52:13,normal
325083,2006-01-28 14:58:32,normal
325085,2006-01-28 15:20:33,normal
325086,2006-01-28 15:21:05,normal
325089,2006-01-28 15:41:45,normal
325091,2006-01-28 16:24:59,normal
325092,2006-01-28 16:42:38,normal
325094,2006-01-28 17:05:29,normal
325099,2006-01-28 18:29:35,critical
325104,2006-01-28 19:57:45,critical
325118,2006-01-29 02:33:45,major
325120,2006-01-29 02:48:14,major
325121,2006-01-29 03:21:33,normal
325122,2006-01-29 04:17:42,normal
325124,2006-01-29 05:24:34,normal
325127,2006-01-29 06:38:00,normal
325130,2006-01-29 06:57:59,critical
325133,2006-01-29 07:56:39,normal
325139,2006-01-29 10:23:44,normal
325153,2006-01-29 12:52:47,normal
325154,2006-01-29 12:57:27,normal
325155,2006-01-29 13:03:35,normal
325156,2006-01-29 13:04:09,normal
325157,2006-09-26 02:18:10,trivial
325160,2006-01-29 13:28:26,minor
325161,2006-01-29 13:53:08,normal
325162,2006-01-29 13:56:10,critical
325163,2006-01-29 14:00:22,normal
325164,2006-01-29 14:00:44,normal
325169,2006-01-29 15:17:38,normal
325171,2006-01-29 15:26:11,normal
325173,2006-01-29 15:28:22,normal
325174,2006-01-29 15:54:38,normal
325176,2006-01-29 16:03:11,normal
325178,2006-01-29 16:05:45,minor
325187,2006-01-29 17:27:29,critical
325188,2006-01-29 17:42:58,critical
325194,2006-01-29 21:06:41,normal
325197,2006-01-29 22:09:33,critical
325198,2006-01-29 22:41:34,trivial
325199,2006-01-29 22:46:30,normal
325203,2006-01-30 00:18:17,major
325205,2006-01-30 00:28:38,critical
325216,2006-01-30 20:32:47,major
325219,2006-01-30 04:38:06,normal
325224,2006-01-30 05:08:36,normal
325225,2006-01-30 05:13:01,major
325226,2006-01-30 05:52:45,normal
325236,2006-02-08 19:49:15,critical
325239,2006-01-30 08:21:49,normal
325248,2006-01-30 10:26:21,normal
325249,2006-01-30 10:27:25,major
325250,2006-01-30 10:29:04,blocker
325257,2006-01-30 11:14:09,normal
325267,2006-01-30 13:18:19,normal
325277,2006-01-30 15:34:07,normal
325282,2006-01-30 16:33:49,trivial
325285,2006-01-30 16:41:37,normal
325286,2006-01-30 17:24:04,normal
325288,2006-01-30 18:11:17,normal
325290,2006-01-30 18:31:46,major
325291,2006-01-30 18:40:43,trivial
325293,2006-01-30 20:00:09,normal
