Bug_id,Timestamp,Resolution
322684,2006-01-07 08:49:32,DUPLICATE
322698,2006-02-01 12:35:56,DUPLICATE
322703,2006-01-07 18:13:06,DUPLICATE
322706,2006-01-07 14:16:30,DUPLICATE
322715,2006-01-07 19:38:06,INVALID
322722,2006-03-12 06:31:23,WORKSFORME
322723,2007-06-05 07:45:53,INCOMPLETE
322742,2007-05-31 14:54:38,INCOMPLETE
322743,2006-01-08 05:24:38,DUPLICATE
322750,2009-04-01 12:26:08,WORKSFORME
322755,2006-01-08 08:47:12,DUPLICATE
322756,2006-01-08 09:27:40,WORKSFORME
322757,2006-01-09 09:29:54,DUPLICATE
322758,2006-01-10 16:50:27,WORKSFORME
322775,2006-01-08 21:47:00,DUPLICATE
322778,2012-03-22 21:14:34,INVALID
322785,2006-01-08 16:40:02,DUPLICATE
322791,2006-01-09 19:46:23,WORKSFORME
322795,2006-01-08 20:08:46,DUPLICATE
322801,2006-01-08 22:40:38,WORKSFORME
322803,2006-01-09 06:22:35,INVALID
322811,2006-01-11 15:09:46,INVALID
322814,2006-11-28 03:43:09,FIXED
322817,2006-01-09 06:23:24,DUPLICATE
322826,2007-04-07 10:12:30,INVALID
322829,2006-01-10 08:33:02,DUPLICATE
322835,2006-01-10 09:14:57,WORKSFORME
322843,2007-07-10 06:01:34,WORKSFORME
322864,2006-01-10 07:41:32,DUPLICATE
322867,2007-06-05 07:48:18,INCOMPLETE
322868,2006-04-07 06:10:36,DUPLICATE
322873,2010-05-15 07:55:10,INCOMPLETE
322876,2007-09-20 04:43:46,WORKSFORME
322880,2006-01-10 15:31:39,INVALID
322883,2006-01-10 00:16:25,DUPLICATE
322887,2006-01-09 20:05:36,INVALID
322891,2006-01-10 15:28:38,INVALID
322892,2006-01-10 02:49:47,DUPLICATE
322901,2006-01-10 14:50:20,DUPLICATE
322902,2006-01-10 13:39:41,DUPLICATE
322903,2006-06-23 19:44:44,FIXED
322909,2007-09-27 05:14:04,WORKSFORME
322911,2006-01-10 07:46:10,INVALID
322913,2007-02-05 23:04:05,WORKSFORME
322915,2007-09-12 15:06:39,INCOMPLETE
322927,2006-01-10 06:54:54,FIXED
322934,2006-08-31 17:12:57,DUPLICATE
322937,2006-01-10 09:43:22,INVALID
322943,2009-06-29 06:53:01,WORKSFORME
322951,2006-01-10 10:39:28,DUPLICATE
322967,2006-01-23 08:48:43,DUPLICATE
322972,2006-01-10 16:52:45,INVALID
322977,2007-06-22 06:40:06,WORKSFORME
322983,2008-12-27 08:24:18,WORKSFORME
322986,2006-01-26 20:41:40,FIXED
322988,2006-03-06 16:00:31,FIXED
322989,2006-02-15 16:02:53,FIXED
322990,2006-04-08 16:53:39,WORKSFORME
322997,2007-06-06 08:53:36,DUPLICATE
323000,2009-08-04 16:13:02,INCOMPLETE
323002,2006-10-21 12:05:12,FIXED
323019,2007-07-03 12:07:24,INCOMPLETE
323021,2006-01-11 01:48:24,DUPLICATE
323023,2006-01-11 20:12:08,DUPLICATE
323029,2010-08-18 20:23:53,INCOMPLETE
323030,2007-07-04 06:01:49,WORKSFORME
323037,2007-02-03 20:30:53,WORKSFORME
323038,2006-01-11 09:35:53,DUPLICATE
323043,2006-01-11 20:27:12,INVALID
323045,2006-01-11 08:12:36,DUPLICATE
323047,2009-07-06 02:01:19,DUPLICATE
323066,2006-01-12 08:40:18,DUPLICATE
323069,2006-01-11 13:17:50,DUPLICATE
323071,2010-05-22 15:12:37,INCOMPLETE
323074,2006-01-20 18:55:15,DUPLICATE
323078,2006-01-11 18:12:29,DUPLICATE
323089,2010-05-16 13:54:44,INCOMPLETE
323095,2006-01-17 16:23:23,FIXED
323096,2006-02-06 08:53:22,WORKSFORME
323107,2009-01-16 04:17:43,INVALID
323117,2007-09-27 05:32:35,INCOMPLETE
323119,2006-01-11 23:51:24,DUPLICATE
323120,2006-05-23 16:20:57,DUPLICATE
323132,2006-01-12 17:36:46,INVALID
323134,2010-02-20 21:23:01,WORKSFORME
323146,2007-06-05 07:51:33,INCOMPLETE
323150,2007-06-05 12:31:26,WORKSFORME
323152,2006-01-19 12:46:20,DUPLICATE
323164,2006-03-07 04:56:37,WORKSFORME
323167,2006-01-13 07:28:44,INVALID
323172,2006-01-12 07:57:17,DUPLICATE
323173,2006-02-22 06:45:30,FIXED
323176,2006-01-12 08:09:36,DUPLICATE
323185,2007-06-05 07:52:26,INCOMPLETE
323194,2006-05-08 11:40:36,WORKSFORME
323209,2007-07-03 12:05:35,WORKSFORME
323213,2007-07-08 23:46:00,WORKSFORME
323216,2006-02-19 11:42:10,INVALID
323219,2007-06-11 21:52:37,WORKSFORME
323236,2007-06-20 15:23:46,WORKSFORME
323242,2006-06-21 16:11:18,WORKSFORME
323256,2006-01-18 23:37:34,WONTFIX
323258,2006-01-12 18:40:39,INVALID
323259,2007-07-25 05:04:39,INCOMPLETE
323263,2007-06-05 07:53:39,WORKSFORME
323264,2006-01-14 13:07:40,INVALID
323269,2007-07-03 12:04:21,WORKSFORME
323270,2007-12-11 03:14:27,WORKSFORME
323271,2006-01-16 03:32:04,WORKSFORME
323277,2009-04-27 09:18:43,INCOMPLETE
323280,2007-06-02 16:49:25,INVALID
323281,2006-09-23 09:54:22,INVALID
323289,2006-01-13 03:53:54,DUPLICATE
323295,2006-05-18 13:10:57,DUPLICATE
323304,2007-06-05 11:13:04,WORKSFORME
323310,2006-01-13 12:01:47,DUPLICATE
323312,2007-06-04 02:26:02,INCOMPLETE
323322,2006-01-16 22:19:21,DUPLICATE
323327,2006-01-13 10:26:04,INVALID
323342,2006-01-23 16:34:50,FIXED
323344,2006-03-10 22:03:34,DUPLICATE
323345,2006-04-09 08:53:38,DUPLICATE
323349,2009-01-25 11:18:10,WORKSFORME
323356,2006-01-13 16:03:24,DUPLICATE
323362,2011-08-30 14:07:21,DUPLICATE
323368,2006-01-14 19:32:00,INVALID
323398,2009-01-01 09:21:47,INCOMPLETE
323399,2006-01-15 10:32:43,DUPLICATE
323403,2006-01-14 11:58:28,DUPLICATE
323408,2007-06-05 07:56:57,INCOMPLETE
323413,2008-04-29 18:52:36,WORKSFORME
323418,2006-01-14 07:39:07,DUPLICATE
323419,2006-01-14 21:08:12,DUPLICATE
323422,2010-05-22 15:12:40,INCOMPLETE
323423,2007-06-04 02:26:22,WORKSFORME
323425,2006-01-14 08:31:57,DUPLICATE
323429,2006-01-14 09:43:38,DUPLICATE
323432,2006-01-14 09:32:31,DUPLICATE
323434,2007-06-06 06:42:02,INCOMPLETE
323440,2006-01-14 12:35:23,INVALID
323443,2007-12-09 05:08:10,WORKSFORME
323446,2007-06-27 22:51:27,WORKSFORME
323452,2006-01-14 12:07:06,DUPLICATE
323459,2006-02-20 16:59:01,INVALID
323462,2010-05-16 13:54:58,INCOMPLETE
323464,2010-05-15 10:46:50,INCOMPLETE
323466,2006-01-14 16:04:07,DUPLICATE
323467,2006-02-19 11:05:01,INVALID
323469,2008-04-15 17:25:06,INCOMPLETE
323472,2006-01-25 14:00:51,FIXED
323475,2007-06-04 00:28:45,INCOMPLETE
323478,2006-01-14 19:22:49,DUPLICATE
323483,2006-01-15 19:04:06,WORKSFORME
323484,2006-01-30 02:04:47,DUPLICATE
323490,2006-01-14 22:04:21,DUPLICATE
323491,2007-06-04 02:27:42,WORKSFORME
323492,2006-01-24 09:53:16,FIXED
323505,2006-01-15 11:40:34,DUPLICATE
323522,2006-03-01 09:16:41,INVALID
323523,2007-06-04 02:28:32,WORKSFORME
323532,2006-01-17 18:26:45,FIXED
323536,2006-02-10 06:19:19,WORKSFORME
323537,2006-02-27 19:20:44,FIXED
323538,2006-01-15 15:00:51,DUPLICATE
323544,2006-02-19 11:01:00,INVALID
323545,2006-01-16 15:38:01,INVALID
323549,2006-01-19 19:03:34,FIXED
323552,2006-02-01 13:20:48,DUPLICATE
323561,2007-08-30 15:05:17,WORKSFORME
323565,2010-12-16 11:50:57,INCOMPLETE
323568,2006-01-16 00:40:16,DUPLICATE
323572,2007-06-17 04:05:20,INVALID
323573,2006-01-15 20:41:22,DUPLICATE
323594,2006-05-14 21:36:02,INVALID
323599,2006-01-16 08:30:32,INVALID
323610,2006-01-16 02:53:31,DUPLICATE
323612,2010-05-22 15:02:46,INCOMPLETE
323613,2006-01-16 03:47:40,DUPLICATE
323621,2007-06-20 15:25:33,INVALID
323623,2010-05-22 15:02:34,INCOMPLETE
323630,2006-01-16 08:23:20,INVALID
323632,2007-06-04 02:29:34,WORKSFORME
323633,2006-01-16 08:25:10,DUPLICATE
323635,2006-01-16 08:57:16,INVALID
323638,2006-01-16 08:53:59,DUPLICATE
323639,2006-01-16 09:24:38,INVALID
323647,2006-01-16 18:59:13,INVALID
323648,2006-01-16 17:36:32,DUPLICATE
323649,2006-01-16 10:53:05,DUPLICATE
323658,2006-01-16 18:39:22,WONTFIX
323659,2006-01-19 11:13:48,INVALID
323660,2006-01-16 11:28:20,INVALID
323668,2006-01-17 12:04:45,DUPLICATE
323672,2007-06-02 20:05:06,INCOMPLETE
323685,2006-01-20 13:01:55,INVALID
323686,2006-01-20 13:44:17,FIXED
323689,2007-05-22 10:36:43,INCOMPLETE
323693,2006-01-17 00:05:35,DUPLICATE
323715,2006-01-17 12:41:39,FIXED
323720,2006-01-16 22:19:11,DUPLICATE
323724,2006-01-17 22:02:17,WORKSFORME
323729,2006-01-17 14:19:56,WORKSFORME
323734,2007-06-20 15:28:05,WORKSFORME
323761,2006-03-12 18:20:33,FIXED
323762,2006-01-17 15:14:41,DUPLICATE
323771,2006-01-22 02:26:52,FIXED
323788,2006-01-18 04:38:17,DUPLICATE
323798,2006-07-25 16:23:01,FIXED
323800,2006-01-17 16:23:52,FIXED
323801,2006-07-27 20:51:01,FIXED
323803,2006-01-17 12:06:20,DUPLICATE
323805,2007-07-12 14:25:02,FIXED
323811,2006-02-21 01:42:59,FIXED
323812,2006-03-27 14:54:20,FIXED
323825,2006-01-18 03:29:02,DUPLICATE
323830,2006-01-18 03:24:40,DUPLICATE
323831,2006-01-23 16:46:26,FIXED
323832,2006-01-17 16:06:14,INVALID
323834,2006-01-29 16:08:42,FIXED
323837,2006-01-17 22:45:57,INVALID
323839,2006-05-08 02:28:42,FIXED
323844,2006-01-18 03:18:18,INVALID
323855,2007-12-11 03:16:14,INCOMPLETE
323857,2006-02-21 13:00:25,WORKSFORME
323861,2007-08-30 15:09:52,WORKSFORME
323863,2006-01-18 03:13:48,INVALID
323871,2010-05-22 15:02:27,INCOMPLETE
323872,2006-01-18 03:01:26,DUPLICATE
323878,2006-01-18 04:02:38,DUPLICATE
323879,2007-12-11 03:16:59,INCOMPLETE
323885,2007-07-04 06:08:52,WORKSFORME
323889,2006-01-18 08:02:43,INVALID
323892,2006-01-18 06:56:46,DUPLICATE
323895,2006-01-18 07:19:09,INVALID
323897,2006-01-18 08:17:22,INVALID
323899,2006-09-25 17:50:50,WORKSFORME
323913,2010-11-15 09:54:15,INCOMPLETE
323921,2006-01-18 12:42:52,WONTFIX
323929,2006-01-18 12:53:36,DUPLICATE
323932,2007-06-05 08:01:49,INCOMPLETE
323935,2006-01-18 13:48:21,INVALID
323939,2011-09-21 14:33:10,INCOMPLETE
323943,2006-01-18 14:25:58,DUPLICATE
323948,2006-01-18 15:02:16,DUPLICATE
323957,2006-01-18 16:23:45,INVALID
323962,2006-02-04 16:12:18,FIXED
323965,2006-01-19 14:27:03,INVALID
323966,2006-06-15 09:41:16,FIXED
323972,2006-03-14 11:40:35,FIXED
323987,2006-02-02 01:20:35,WORKSFORME
323991,2006-01-19 08:20:18,INVALID
323995,2006-01-19 05:25:35,DUPLICATE
324002,2006-01-19 04:19:56,INVALID
324004,2006-01-20 04:01:44,INVALID
324005,2006-09-27 01:33:26,DUPLICATE
324020,2006-01-19 15:25:16,DUPLICATE
324023,2006-02-02 08:43:55,FIXED
324038,2010-05-25 05:26:28,WORKSFORME
324041,2006-01-19 11:24:49,INVALID
324042,2006-01-19 12:53:08,DUPLICATE
324047,2007-07-04 06:10:40,WORKSFORME
324048,2007-07-04 06:12:28,WORKSFORME
324049,2006-01-19 15:30:00,INVALID
324052,2006-01-19 12:47:23,DUPLICATE
324056,2006-01-20 08:04:07,FIXED
324061,2006-01-25 23:51:53,INVALID
324063,2006-05-20 10:01:55,FIXED
324064,2006-09-25 17:48:33,WORKSFORME
324066,2007-06-05 08:02:04,INCOMPLETE
324068,2009-09-14 05:37:09,INCOMPLETE
324070,2006-01-19 14:48:59,DUPLICATE
324071,2007-07-02 02:40:59,WORKSFORME
324080,2006-01-27 09:38:09,WONTFIX
324087,2006-12-02 15:48:08,DUPLICATE
324089,2007-06-10 07:08:43,INVALID
324091,2010-05-22 15:04:27,INCOMPLETE
324114,2006-01-20 11:39:35,INVALID
324116,2006-01-20 01:43:08,INVALID
324123,2010-04-14 20:19:54,INCOMPLETE
324129,2006-01-20 11:54:18,INVALID
324130,2006-01-20 05:28:34,DUPLICATE
324132,2007-06-07 18:57:13,WORKSFORME
324135,2006-09-18 08:44:47,DUPLICATE
324144,2007-06-06 09:25:29,WORKSFORME
324148,2006-02-18 01:04:58,DUPLICATE
324150,2006-01-20 07:45:59,INVALID
324155,2010-11-15 09:49:37,INCOMPLETE
324160,2006-01-20 09:09:58,FIXED
324164,2008-10-12 08:37:57,FIXED
324166,2009-01-21 05:04:20,INVALID
324168,2007-07-02 02:40:17,WORKSFORME
324180,2006-02-09 16:25:54,FIXED
324181,2006-01-20 15:43:16,INVALID
324184,2006-03-03 15:16:34,DUPLICATE
324185,2006-01-20 14:07:14,INVALID
324187,2006-06-24 04:18:14,FIXED
324191,2009-11-21 08:37:16,INVALID
324195,2006-01-20 17:03:08,DUPLICATE
324197,2006-01-20 15:48:17,WORKSFORME
324202,2006-01-27 16:34:16,FIXED
324204,2006-01-22 11:56:59,DUPLICATE
324209,2006-05-13 04:35:02,WORKSFORME
324210,2006-01-21 12:41:58,DUPLICATE
324224,2006-10-02 23:33:47,WORKSFORME
324225,2007-06-06 16:46:15,WORKSFORME
324227,2006-07-10 15:35:16,FIXED
324230,2007-08-04 16:54:06,WORKSFORME
324237,2006-03-01 10:29:24,FIXED
324241,2006-01-21 06:11:46,DUPLICATE
324256,2006-04-08 00:41:49,FIXED
324259,2006-10-26 21:52:21,WORKSFORME
324262,2006-01-22 21:54:35,DUPLICATE
324263,2006-10-16 09:11:36,WONTFIX
324264,2007-05-02 06:28:29,DUPLICATE
324269,2006-01-21 11:47:06,DUPLICATE
324274,2006-01-26 14:16:55,FIXED
324275,2006-01-22 11:52:28,DUPLICATE
324287,2006-10-09 22:29:05,INVALID
324290,2006-01-21 17:11:57,DUPLICATE
324292,2006-01-21 15:52:33,INVALID
324295,2006-01-21 18:53:39,WORKSFORME
324300,2006-10-02 22:31:12,INVALID
324304,2006-01-21 20:06:56,DUPLICATE
324307,2007-06-04 04:15:47,INCOMPLETE
324321,2006-06-19 07:44:09,DUPLICATE
324322,2008-06-27 15:34:06,DUPLICATE
324324,2006-01-22 11:32:28,DUPLICATE
324328,2006-01-22 11:14:02,INVALID
324330,2008-10-28 07:10:34,WONTFIX
324331,2006-01-22 08:03:15,DUPLICATE
324332,2010-05-22 15:04:23,INCOMPLETE
324335,2006-02-21 05:38:35,FIXED
324339,2006-01-27 23:33:29,INVALID
324342,2006-01-26 21:32:35,WORKSFORME
324344,2007-03-26 02:32:31,WORKSFORME
324345,2006-01-22 16:50:16,DUPLICATE
324347,2006-01-23 11:15:42,DUPLICATE
324348,2006-02-06 18:39:01,FIXED
324354,2006-02-01 06:23:21,FIXED
324358,2006-01-23 00:44:26,DUPLICATE
324360,2006-01-22 14:13:53,INVALID
324364,2006-05-26 07:34:47,WONTFIX
324385,2006-01-23 09:04:50,WORKSFORME
324387,2010-11-15 09:57:06,INCOMPLETE
324395,2007-06-12 10:55:35,INVALID
324400,2006-01-23 09:14:16,INVALID
324403,2007-07-02 02:37:06,WORKSFORME
324404,2006-01-24 00:26:22,WORKSFORME
324405,2009-05-08 11:15:53,DUPLICATE
324420,2007-07-03 03:20:40,INCOMPLETE
324421,2006-01-23 09:22:47,INVALID
324428,2006-05-12 07:36:31,FIXED
324429,2006-11-21 14:59:29,FIXED
324433,2006-01-23 11:09:53,INVALID
324437,2010-05-22 15:04:35,INCOMPLETE
324438,2010-09-15 08:19:05,INCOMPLETE
324447,2006-03-10 12:27:06,FIXED
324449,2006-01-23 18:56:20,FIXED
324454,2006-01-23 14:49:19,DUPLICATE
324455,2006-02-09 06:55:31,FIXED
324459,2007-06-05 08:11:15,INCOMPLETE
324461,2006-01-24 04:54:14,DUPLICATE
324462,2006-01-24 01:27:20,DUPLICATE
324470,2007-05-23 08:15:01,WORKSFORME
324471,2007-07-10 21:44:37,WORKSFORME
324481,2007-06-24 02:09:25,INCOMPLETE
324487,2006-01-25 15:51:30,INVALID
324489,2006-01-24 02:05:24,DUPLICATE
324490,2006-01-28 13:29:56,WORKSFORME
324491,2006-04-04 19:15:59,DUPLICATE
324497,2010-05-22 15:52:10,INCOMPLETE
324509,2006-02-20 13:08:50,INVALID
324512,2006-01-25 12:07:39,WONTFIX
324515,2006-01-24 06:42:48,INVALID
324522,2006-01-28 13:32:25,WORKSFORME
324526,2007-12-11 03:22:18,INVALID
324528,2006-02-08 04:05:21,INVALID
324531,2007-06-05 14:03:18,WORKSFORME
324539,2006-01-25 09:34:07,DUPLICATE
324545,2006-02-14 12:03:21,FIXED
324547,2007-07-02 02:36:31,INCOMPLETE
324552,2006-01-24 14:46:09,DUPLICATE
324553,2006-01-26 11:55:29,FIXED
324554,2006-01-24 14:52:07,INVALID
324555,2006-08-15 03:41:36,INVALID
324556,2006-01-26 16:38:41,FIXED
324562,2006-01-25 15:59:59,DUPLICATE
324563,2006-01-24 13:05:14,INVALID
324564,2006-01-24 13:47:12,INVALID
324565,2006-09-10 19:40:39,WORKSFORME
324567,2007-06-04 02:33:48,WORKSFORME
324569,2006-01-24 14:41:44,DUPLICATE
324577,2006-01-24 15:08:32,FIXED
324579,2006-03-23 09:04:32,WONTFIX
324580,2007-06-05 08:14:27,INCOMPLETE
324582,2006-04-11 09:46:54,WORKSFORME
324586,2006-04-12 05:01:15,FIXED
324587,2006-04-11 09:48:16,WORKSFORME
324588,2006-12-01 23:17:34,WORKSFORME
324589,2007-06-04 02:35:31,INCOMPLETE
324590,2006-02-28 07:43:31,FIXED
324596,2006-01-24 18:39:13,DUPLICATE
324602,2007-12-13 14:19:26,WORKSFORME
324604,2006-05-25 04:55:19,WONTFIX
324605,2010-01-26 03:32:00,WORKSFORME
324607,2006-08-08 21:16:59,INVALID
324610,2006-01-25 04:59:25,INVALID
324614,2010-05-22 15:12:31,INCOMPLETE
324618,2006-01-25 04:34:48,DUPLICATE
324622,2006-01-25 05:49:54,DUPLICATE
324623,2007-06-06 06:53:15,INCOMPLETE
324629,2006-01-25 08:47:04,INVALID
324630,2006-02-10 21:26:51,FIXED
324632,2007-11-17 04:35:19,WORKSFORME
324636,2006-05-25 10:34:55,DUPLICATE
324641,2006-01-25 12:07:33,FIXED
324652,2006-01-28 12:37:34,WORKSFORME
324655,2006-01-26 14:16:22,FIXED
324664,2006-01-30 14:04:36,INVALID
324677,2007-06-05 08:15:23,WORKSFORME
324684,2007-06-27 10:52:58,WORKSFORME
324691,2006-01-26 11:30:12,DUPLICATE
324692,2009-06-27 13:21:58,INVALID
324695,2007-02-20 15:58:02,INVALID
324704,2006-01-27 04:45:51,DUPLICATE
324708,2007-06-08 13:33:07,WORKSFORME
324716,2006-11-07 09:02:25,WORKSFORME
324717,2006-01-25 13:53:25,FIXED
324727,2006-01-26 23:01:09,WORKSFORME
324728,2007-07-11 17:24:50,WORKSFORME
324730,2007-06-05 08:17:56,INCOMPLETE
324736,2006-01-26 15:45:21,DUPLICATE
324737,2007-12-11 03:23:27,INCOMPLETE
324745,2006-06-21 08:16:08,FIXED
324748,2006-09-25 17:47:43,WORKSFORME
324755,2007-07-04 06:20:09,INCOMPLETE
324763,2006-01-26 10:31:13,FIXED
324778,2006-01-26 02:26:18,DUPLICATE
324780,2006-01-26 02:32:13,INVALID
324782,2006-01-26 02:47:37,DUPLICATE
324785,2006-01-26 03:46:15,INVALID
324787,2006-01-26 07:38:44,DUPLICATE
324789,2006-02-15 00:19:29,INVALID
324793,2011-08-30 16:50:29,INCOMPLETE
324795,2006-01-26 08:36:49,INVALID
324798,2009-08-04 16:13:11,INCOMPLETE
324801,2006-01-26 10:25:07,DUPLICATE
324802,2006-01-27 07:59:04,DUPLICATE
324810,2007-06-05 08:18:31,INCOMPLETE
