Bug_id,Timestamp,Resolution
322740,2006-06-26 11:30:09,DUPLICATE
322744,2006-01-09 10:02:51,INVALID
322747,2006-05-16 12:04:25,INVALID
322754,2006-01-10 03:23:18,FIXED
322764,2006-01-14 13:40:56,FIXED
322767,2006-01-08 16:54:10,INVALID
322773,2006-01-18 14:07:38,FIXED
322774,2008-09-06 16:44:27,FIXED
322776,2011-11-28 07:51:28,INCOMPLETE
322779,2007-10-18 19:05:23,WORKSFORME
322780,2007-07-05 21:42:02,WORKSFORME
322783,2007-07-05 21:47:05,WORKSFORME
322784,2007-07-05 21:52:58,WORKSFORME
322786,2006-01-08 19:01:52,FIXED
322798,2006-11-28 12:27:34,INVALID
322804,2007-12-19 18:17:06,DUPLICATE
322806,2007-01-07 01:46:50,FIXED
322812,2006-12-25 01:26:17,WORKSFORME
322813,2006-01-14 06:21:27,FIXED
322820,2006-01-18 20:26:40,FIXED
322824,2006-01-10 14:11:21,FIXED
322836,2006-01-10 09:35:39,FIXED
322838,2009-09-13 16:55:25,INVALID
322860,2009-07-24 04:07:26,INCOMPLETE
322879,2006-01-10 05:15:49,WONTFIX
322881,2008-02-03 10:42:05,DUPLICATE
322889,2008-02-18 14:42:50,FIXED
322894,2006-01-30 14:18:13,FIXED
322908,2006-01-10 11:39:46,FIXED
322914,2007-12-07 02:40:39,FIXED
322922,2006-01-22 06:29:14,FIXED
322925,2011-02-24 19:06:00,DUPLICATE
322926,2006-01-10 10:44:29,DUPLICATE
322930,2006-01-10 07:13:05,DUPLICATE
322936,2006-01-10 12:53:24,FIXED
322938,2006-11-21 16:04:38,FIXED
322947,2006-01-22 03:01:23,FIXED
322957,2010-02-21 22:32:09,DUPLICATE
322971,2006-01-10 12:43:41,FIXED
322975,2006-02-07 03:04:27,FIXED
322976,2007-07-31 05:23:39,WORKSFORME
322982,2006-03-16 13:59:41,DUPLICATE
322985,2006-01-12 10:15:11,FIXED
322993,2006-01-13 10:43:57,DUPLICATE
322996,2006-01-10 18:02:45,FIXED
322999,2006-01-11 16:19:14,FIXED
323001,2006-01-10 16:07:03,DUPLICATE
323006,2006-03-20 02:05:02,FIXED
323010,2006-01-25 16:07:12,FIXED
323014,2006-05-04 06:45:40,INVALID
323022,2006-01-25 16:37:21,DUPLICATE
323028,2006-01-26 18:07:44,FIXED
323032,2007-04-27 18:34:54,WONTFIX
323040,2006-01-19 21:47:23,FIXED
323044,2006-01-12 03:35:24,DUPLICATE
323052,2008-02-19 11:58:17,FIXED
323062,2007-03-30 10:52:53,FIXED
323065,2006-05-16 13:23:31,FIXED
323088,2006-02-03 13:02:49,FIXED
323098,2006-01-11 21:51:31,FIXED
323114,2006-01-14 11:44:52,FIXED
323123,2006-10-18 13:03:06,WORKSFORME
323124,2006-01-16 06:58:18,INVALID
323142,2006-02-01 06:37:37,FIXED
323153,2006-11-11 14:37:06,FIXED
323155,2006-01-21 07:25:47,FIXED
323156,2006-01-30 16:47:29,FIXED
323189,2007-09-18 08:54:10,INCOMPLETE
323192,2007-01-19 03:19:41,FIXED
323195,2006-07-29 05:46:33,FIXED
323200,2010-02-06 09:22:15,WORKSFORME
323214,2006-05-30 11:37:00,WORKSFORME
323222,2006-08-29 10:32:36,DUPLICATE
323227,2006-02-19 16:31:50,WORKSFORME
323229,2010-05-06 00:48:37,FIXED
323230,2006-01-17 19:10:06,FIXED
323231,2006-06-09 04:57:00,FIXED
323245,2010-08-16 00:03:08,FIXED
323247,2006-01-12 16:19:36,DUPLICATE
323252,2006-03-22 06:47:55,FIXED
323254,2006-01-13 09:04:27,FIXED
323262,2006-05-13 18:10:03,FIXED
323267,2006-01-13 17:31:31,FIXED
323278,2006-11-12 18:01:45,DUPLICATE
323282,2006-01-13 07:12:42,DUPLICATE
323291,2006-01-16 11:27:11,FIXED
323292,2006-02-07 03:04:30,FIXED
323299,2006-01-27 07:26:36,FIXED
323311,2006-01-18 20:40:29,FIXED
323314,2006-01-13 15:12:08,FIXED
323320,2010-07-13 17:07:11,INCOMPLETE
323328,2006-02-22 08:03:14,FIXED
323337,2006-01-23 11:11:55,FIXED
323338,2006-01-13 16:09:53,FIXED
323340,2006-06-15 08:19:14,DUPLICATE
323348,2006-02-20 18:36:25,INVALID
323367,2006-02-17 15:14:42,FIXED
323371,2006-02-18 14:27:32,WORKSFORME
323372,2006-09-21 13:19:11,DUPLICATE
323376,2010-10-21 02:01:28,FIXED
323378,2006-01-19 10:05:17,FIXED
323380,2006-01-17 09:13:57,FIXED
323381,2010-06-02 17:47:05,WORKSFORME
323382,2006-01-21 15:07:10,FIXED
323384,2006-01-15 10:48:21,DUPLICATE
323385,2007-02-16 22:30:31,WORKSFORME
323386,2007-10-18 19:10:48,WORKSFORME
323405,2007-12-09 05:07:15,WORKSFORME
323412,2006-01-28 06:46:39,FIXED
323420,2006-01-31 13:45:29,DUPLICATE
323421,2011-11-27 10:53:41,INCOMPLETE
323441,2006-02-01 09:59:40,FIXED
323444,2006-03-04 09:04:00,WORKSFORME
323450,2006-04-17 06:08:18,DUPLICATE
323451,2006-02-09 01:21:58,DUPLICATE
323453,2006-04-19 13:30:55,FIXED
323454,2006-02-20 15:00:51,FIXED
323457,2007-02-05 23:06:55,FIXED
323458,2006-06-16 20:55:08,DUPLICATE
323471,2006-01-24 17:48:11,FIXED
323489,2007-03-08 14:53:24,WORKSFORME
323493,2007-07-02 13:03:54,WORKSFORME
323495,2007-10-18 19:13:55,WORKSFORME
323497,2007-07-06 11:06:07,WORKSFORME
323499,2007-01-18 21:10:06,FIXED
323501,2006-01-25 10:56:39,FIXED
323504,2006-04-26 15:35:25,FIXED
323510,2006-01-15 08:52:45,FIXED
323516,2007-12-08 19:52:31,DUPLICATE
323526,2006-01-16 06:33:15,FIXED
323529,2006-01-15 12:58:00,FIXED
323533,2009-04-17 20:55:00,WORKSFORME
323534,2006-01-18 17:46:59,FIXED
323551,2006-01-21 07:01:23,FIXED
323562,2011-10-07 06:00:01,FIXED
323566,2006-03-21 13:49:12,FIXED
323574,2006-01-15 18:47:12,DUPLICATE
323576,2010-03-01 17:04:03,WONTFIX
323582,2011-04-08 13:50:07,FIXED
323585,2006-01-16 21:32:37,DUPLICATE
323589,2006-01-23 09:08:41,FIXED
323592,2007-11-26 09:04:41,WORKSFORME
323601,2006-01-19 07:11:39,DUPLICATE
323604,2011-12-03 23:37:46,FIXED
323605,2008-07-10 15:43:00,WORKSFORME
323617,2007-07-04 09:52:37,FIXED
323628,2007-07-04 09:52:42,FIXED
323634,2006-02-02 16:38:47,FIXED
323636,2006-01-16 22:02:11,DUPLICATE
323641,2006-09-08 19:43:34,FIXED
323652,2007-07-12 15:54:14,FIXED
323656,2007-04-15 14:40:48,FIXED
323657,2006-02-17 07:22:18,FIXED
323662,2006-02-23 12:16:13,FIXED
323669,2006-01-18 14:50:54,FIXED
323671,2011-10-07 11:25:07,INCOMPLETE
323676,2006-04-07 11:27:12,INVALID
323678,2006-02-03 11:47:52,INVALID
323683,2006-03-15 00:19:56,FIXED
323688,2007-08-18 06:19:00,DUPLICATE
323691,2006-02-07 02:45:03,FIXED
323697,2006-04-13 16:38:06,DUPLICATE
323704,2006-02-09 10:34:13,FIXED
323708,2006-06-27 14:49:40,FIXED
323714,2006-01-16 22:02:44,DUPLICATE
323733,2006-04-30 11:35:40,FIXED
323736,2006-01-18 15:14:00,FIXED
323737,2006-08-03 15:00:18,FIXED
323738,2006-01-20 17:49:09,FIXED
323740,2012-03-15 13:42:37,WORKSFORME
323741,2006-01-20 17:48:37,FIXED
323742,2006-01-20 17:53:29,FIXED
323743,2006-01-18 00:11:22,WORKSFORME
323745,2006-01-17 08:39:42,DUPLICATE
323753,2006-01-20 07:57:00,FIXED
323756,2006-01-29 19:41:48,DUPLICATE
323765,2006-01-25 13:51:14,FIXED
323775,2009-03-14 06:15:00,INVALID
323781,2006-02-04 10:51:17,FIXED
323790,2006-01-23 11:45:15,INVALID
323807,2006-01-18 17:47:13,FIXED
323810,2006-02-07 11:53:46,FIXED
323822,2006-01-18 07:15:20,FIXED
323827,2006-01-18 07:14:01,FIXED
323828,2010-06-01 12:17:39,WORKSFORME
323829,2006-03-15 00:20:08,FIXED
323833,2006-01-20 17:59:53,FIXED
323843,2006-01-17 21:22:05,WORKSFORME
323845,2006-03-15 00:20:20,FIXED
323848,2008-04-24 10:56:05,WORKSFORME
323849,2006-03-26 22:56:54,FIXED
323850,2006-03-15 00:20:36,FIXED
323851,2006-04-03 23:07:39,FIXED
323852,2006-01-24 15:48:48,FIXED
323853,2006-02-09 14:11:34,FIXED
323860,2006-01-18 06:36:54,INVALID
323873,2007-11-26 06:57:44,WORKSFORME
323886,2007-05-09 06:08:59,FIXED
323894,2006-01-26 15:53:21,DUPLICATE
323902,2006-01-20 10:34:43,DUPLICATE
323903,2006-01-30 14:21:21,FIXED
323907,2006-01-26 07:40:04,FIXED
323908,2006-01-20 17:06:15,FIXED
323910,2006-01-18 17:51:04,FIXED
323917,2006-01-18 20:53:27,DUPLICATE
323918,2007-12-08 19:52:53,WORKSFORME
323923,2006-02-22 19:33:47,FIXED
323924,2006-11-28 18:28:54,FIXED
323925,2006-04-05 15:26:14,FIXED
323926,2007-08-03 04:28:29,FIXED
323927,2006-02-10 15:57:05,FIXED
323928,2006-11-29 14:40:25,FIXED
323930,2006-02-09 22:56:12,WONTFIX
323934,2006-11-21 15:58:54,FIXED
323940,2006-01-19 07:34:40,WORKSFORME
323945,2010-05-06 00:53:16,INVALID
323946,2006-01-22 14:21:07,FIXED
323947,2008-09-30 11:52:57,INVALID
323958,2006-01-30 14:45:41,FIXED
323959,2007-09-25 23:49:35,FIXED
323961,2006-04-20 07:12:40,FIXED
323973,2006-10-18 12:56:53,WORKSFORME
323978,2007-10-18 19:45:44,DUPLICATE
323979,2006-01-24 15:25:14,FIXED
323988,2006-03-08 10:59:09,FIXED
323997,2006-01-23 08:32:53,FIXED
323999,2006-01-30 13:27:20,DUPLICATE
324008,2007-04-23 12:25:36,INVALID
324010,2007-01-10 10:16:53,FIXED
324011,2006-07-12 23:22:51,FIXED
324018,2006-01-20 15:54:19,DUPLICATE
324019,2006-01-19 14:11:07,INVALID
324026,2011-03-18 15:42:41,WONTFIX
324027,2006-01-20 07:23:12,FIXED
324029,2006-01-19 14:17:09,INVALID
324030,2006-01-20 20:18:38,WORKSFORME
324031,2006-01-20 16:02:01,FIXED
324036,2006-10-19 13:56:03,FIXED
324043,2006-01-19 19:55:51,DUPLICATE
324046,2006-01-19 15:02:30,DUPLICATE
324058,2006-01-20 10:17:58,FIXED
324072,2006-05-02 14:04:24,FIXED
324074,2012-03-07 23:14:21,FIXED
324078,2006-02-21 13:07:45,WORKSFORME
324079,2006-03-15 00:20:47,FIXED
324092,2006-10-25 13:17:56,FIXED
324095,2006-03-08 15:21:50,DUPLICATE
324096,2006-03-15 00:20:53,FIXED
324097,2006-02-18 23:53:46,INVALID
324109,2006-01-27 12:12:58,FIXED
324117,2006-06-13 13:04:50,FIXED
324122,2006-01-20 11:43:53,DUPLICATE
324124,2006-01-21 02:23:58,FIXED
324128,2006-01-20 12:19:29,INVALID
324131,2006-11-19 12:16:50,FIXED
324133,2006-01-23 03:01:14,WORKSFORME
324134,2009-03-01 04:57:42,DUPLICATE
324142,2007-03-01 16:06:21,FIXED
324145,2007-03-25 04:21:09,WORKSFORME
324151,2006-01-30 14:51:04,DUPLICATE
324158,2006-04-28 13:08:47,DUPLICATE
324159,2006-02-10 04:25:34,FIXED
324161,2008-03-05 10:15:19,FIXED
324162,2007-06-26 07:21:47,WONTFIX
324171,2006-05-10 10:48:48,DUPLICATE
324182,2006-01-20 15:38:01,FIXED
324183,2006-01-30 09:05:54,FIXED
324193,2007-06-05 08:09:23,INCOMPLETE
324203,2008-06-17 16:43:11,INCOMPLETE
324205,2006-01-21 18:18:10,INVALID
324213,2012-03-07 09:54:44,WORKSFORME
324218,2010-10-31 06:32:03,WORKSFORME
324223,2006-02-02 17:38:22,FIXED
324228,2008-09-13 22:49:10,WORKSFORME
324239,2006-01-21 17:50:37,INVALID
324240,2006-04-19 12:21:47,FIXED
324253,2009-02-08 06:05:17,FIXED
324260,2006-01-24 10:36:21,FIXED
324278,2006-05-02 09:29:26,FIXED
324285,2006-02-04 11:00:46,FIXED
324299,2009-07-21 10:28:18,WORKSFORME
324318,2006-12-08 00:27:48,FIXED
324327,2006-01-22 06:54:33,INVALID
324340,2006-02-24 04:14:46,FIXED
324363,2012-10-11 06:57:41,WORKSFORME
324370,2006-01-23 13:19:54,FIXED
324377,2006-02-03 09:46:03,FIXED
324378,2006-01-26 18:05:01,FIXED
324388,2006-01-23 02:33:31,DUPLICATE
324396,2010-06-02 17:51:29,DUPLICATE
324406,2006-01-23 08:32:24,INVALID
324408,2006-02-22 17:43:13,FIXED
324414,2006-04-19 11:04:11,FIXED
324418,2011-05-28 15:46:39,INCOMPLETE
324422,2006-01-24 17:29:59,FIXED
324441,2006-01-23 19:02:41,FIXED
324465,2007-11-20 00:22:01,FIXED
324468,2006-03-29 23:01:04,INVALID
324472,2011-09-19 14:18:44,WONTFIX
324476,2006-01-26 18:48:35,FIXED
324482,2006-01-24 07:25:29,INVALID
324483,2006-02-08 12:39:20,FIXED
324496,2006-06-05 13:56:07,DUPLICATE
324500,2006-01-24 12:27:22,INVALID
324532,2007-08-18 06:16:58,DUPLICATE
324533,2006-06-08 09:23:45,FIXED
324537,2006-01-25 00:37:32,FIXED
324542,2006-01-24 10:41:18,DUPLICATE
324544,2006-02-06 08:35:12,DUPLICATE
324560,2006-09-21 20:27:51,FIXED
324561,2006-01-28 07:51:26,DUPLICATE
324572,2006-01-25 14:51:06,FIXED
324592,2006-01-25 22:19:34,FIXED
324599,2006-06-23 15:29:31,FIXED
324600,2006-02-02 16:15:05,FIXED
324601,2006-02-20 15:10:03,FIXED
324611,2006-03-01 10:47:41,FIXED
324626,2007-10-13 08:01:15,WORKSFORME
324635,2006-04-28 23:27:46,FIXED
324645,2006-02-07 09:20:45,FIXED
324649,2006-02-03 20:08:56,DUPLICATE
324650,2006-01-26 12:06:38,FIXED
324653,2007-06-04 08:47:55,DUPLICATE
324660,2006-01-25 09:03:53,INVALID
324661,2011-03-18 05:34:17,INVALID
324681,2008-02-16 07:34:48,WORKSFORME
324683,2008-10-18 08:54:44,FIXED
324685,2006-03-15 12:15:24,FIXED
324688,2006-01-31 15:27:40,FIXED
324690,2006-02-02 11:58:35,FIXED
324694,2006-01-25 13:59:19,FIXED
324698,2007-05-22 18:55:55,FIXED
324700,2006-02-02 16:03:12,FIXED
324705,2006-01-28 05:09:07,FIXED
324706,2007-06-25 13:23:51,FIXED
324707,2006-08-11 18:58:04,FIXED
324711,2006-02-08 14:53:38,FIXED
324712,2006-02-23 20:16:14,FIXED
324718,2006-01-25 13:56:00,DUPLICATE
324719,2006-01-25 16:10:16,DUPLICATE
324723,2006-01-26 15:25:03,FIXED
324724,2006-02-18 03:22:42,WORKSFORME
324729,2007-12-03 14:35:53,WORKSFORME
324733,2006-02-02 16:19:40,FIXED
324738,2006-01-26 10:09:26,FIXED
324746,2006-01-27 02:07:35,FIXED
324767,2008-08-20 01:14:49,WONTFIX
324770,2006-01-26 09:47:40,DUPLICATE
324775,2006-04-05 22:47:58,FIXED
324786,2006-02-20 03:49:26,DUPLICATE
324796,2008-12-16 11:26:36,WORKSFORME
324803,2006-10-26 06:25:20,FIXED
324806,2006-01-26 11:56:21,DUPLICATE
324807,2006-02-20 10:57:19,DUPLICATE
324808,2006-04-08 21:31:30,FIXED
324813,2006-01-26 09:05:04,FIXED
324815,2006-03-29 17:25:10,FIXED
324819,2007-05-27 19:51:46,FIXED
324823,2006-10-30 13:02:21,DUPLICATE
324824,2006-02-27 13:07:11,FIXED
324825,2006-03-03 11:16:22,FIXED
324828,2006-02-07 13:12:39,FIXED
324836,2006-01-26 12:04:43,FIXED
324842,2006-01-26 12:30:14,FIXED
324844,2006-01-26 11:58:50,DUPLICATE
324852,2007-03-07 13:54:20,FIXED
324855,2006-02-21 11:39:08,FIXED
324857,2008-03-16 15:09:37,FIXED
324863,2006-04-07 05:58:56,DUPLICATE
324865,2006-04-26 03:38:12,FIXED
324866,2006-01-26 16:56:31,FIXED
324870,2007-06-24 06:57:46,WORKSFORME
324871,2007-05-12 07:05:23,FIXED
324875,2010-05-04 22:58:58,FIXED
324883,2006-02-05 17:42:04,FIXED
324885,2012-07-04 02:07:57,INCOMPLETE
324892,2006-04-25 14:13:48,FIXED
324896,2006-02-06 11:38:58,FIXED
324909,2007-10-18 20:22:22,WORKSFORME
324911,2006-09-05 15:24:03,FIXED
324915,2006-02-02 19:54:03,FIXED
324918,2006-04-21 14:44:05,FIXED
324921,2006-02-15 12:45:28,FIXED
324922,2006-12-15 07:33:36,INVALID
324936,2006-04-10 07:08:57,FIXED
324938,2006-03-28 22:54:28,DUPLICATE
324939,2006-02-07 09:28:16,FIXED
324955,2006-12-09 00:16:17,FIXED
324956,2008-12-24 02:09:21,FIXED
324960,2006-02-05 12:59:06,FIXED
324963,2006-11-29 14:11:52,FIXED
324967,2006-04-06 09:27:06,FIXED
324969,2006-01-29 13:20:31,FIXED
324980,2006-02-05 17:07:35,DUPLICATE
324981,2006-01-30 08:16:59,FIXED
324988,2006-01-30 14:22:54,FIXED
324995,2010-06-18 22:41:35,INVALID
325005,2006-01-30 16:48:35,FIXED
325006,2006-01-30 19:26:04,FIXED
325015,2006-04-10 06:02:50,DUPLICATE
325024,2006-02-08 19:37:19,FIXED
325047,2006-04-10 10:31:47,WORKSFORME
325058,2006-01-28 22:05:01,DUPLICATE
325059,2006-01-30 06:52:34,INVALID
325064,2008-07-19 14:02:27,FIXED
325066,2006-01-29 19:40:51,DUPLICATE
325069,2006-04-10 07:09:58,FIXED
325070,2007-01-20 06:09:57,FIXED
325073,2006-02-23 16:11:45,FIXED
325096,2006-08-25 04:40:57,FIXED
325100,2006-05-19 10:01:38,FIXED
325115,2006-02-24 07:36:35,WORKSFORME
325129,2011-01-12 05:08:39,DUPLICATE
325132,2006-02-20 15:59:37,FIXED
325147,2006-02-22 10:45:24,FIXED
325150,2006-02-10 19:50:57,FIXED
325165,2006-10-19 13:41:44,FIXED
325177,2006-02-24 10:36:07,FIXED
325180,2008-08-23 09:59:58,WORKSFORME
325182,2006-03-31 23:38:38,INVALID
325189,2011-10-20 11:54:43,WORKSFORME
325200,2006-02-10 11:30:09,INVALID
325202,2007-08-21 12:25:43,FIXED
325206,2006-02-14 02:57:52,WORKSFORME
325209,2008-02-16 07:38:40,WORKSFORME
325213,2009-12-23 20:38:57,WORKSFORME
325218,2006-02-08 19:37:12,FIXED
325221,2006-04-18 15:49:42,FIXED
325222,2006-09-24 16:44:46,FIXED
325229,2006-02-13 11:15:15,FIXED
325245,2006-01-30 09:45:50,FIXED
325256,2006-02-02 11:04:15,DUPLICATE
325260,2006-02-01 07:52:17,FIXED
325262,2006-01-31 20:59:50,INVALID
325269,2006-02-02 10:56:10,FIXED
325270,2010-05-06 00:55:03,FIXED
325276,2006-02-02 19:58:15,DUPLICATE
325279,2006-02-18 14:35:54,FIXED
325283,2006-02-03 14:11:30,FIXED
325292,2009-06-21 11:14:10,FIXED
325297,2006-01-31 12:33:32,FIXED
325318,2008-05-04 15:41:13,DUPLICATE
325321,2006-04-19 17:37:40,FIXED
325327,2006-02-03 15:27:50,DUPLICATE
325336,2006-03-14 19:10:46,FIXED
325366,2006-02-20 04:21:57,FIXED
325373,2009-07-14 08:31:49,INCOMPLETE
325377,2007-03-29 05:26:10,FIXED
325378,2006-02-09 08:33:26,FIXED
325381,2007-06-17 12:26:25,FIXED
325386,2006-06-16 16:12:44,FIXED
325395,2009-09-13 16:50:27,DUPLICATE
325400,2006-02-01 06:54:07,FIXED
325403,2006-02-06 16:59:47,FIXED
325404,2006-02-01 15:19:52,FIXED
325405,2006-02-03 17:20:32,FIXED
325407,2006-02-06 11:39:19,FIXED
325410,2006-02-02 18:28:00,FIXED
325412,2008-10-18 08:57:16,WORKSFORME
325418,2011-11-03 07:53:13,FIXED
325421,2007-11-10 15:01:31,WORKSFORME
325425,2006-02-07 11:10:13,FIXED
325426,2006-10-25 12:46:51,FIXED
325434,2006-04-02 13:13:58,WORKSFORME
325444,2006-02-02 03:00:27,DUPLICATE
325447,2008-03-14 21:22:26,FIXED
325450,2006-03-28 12:31:56,FIXED
325456,2006-11-30 00:16:43,WORKSFORME
325465,2006-06-06 09:41:38,FIXED
325479,2006-02-01 10:20:04,FIXED
325486,2006-12-09 03:02:42,FIXED
325505,2006-02-01 17:49:50,INVALID
325507,2006-02-24 05:44:29,FIXED
325513,2006-08-07 14:46:37,FIXED
325521,2006-02-17 13:59:51,FIXED
325525,2006-02-07 11:01:11,DUPLICATE
325526,2006-04-06 11:26:42,FIXED
325532,2006-02-06 09:55:09,FIXED
325537,2006-02-02 08:15:45,WONTFIX
325540,2006-02-02 16:22:19,FIXED
325543,2009-03-26 17:04:27,FIXED
325545,2011-01-01 20:39:59,INCOMPLETE
325547,2010-07-16 09:14:47,INCOMPLETE
325556,2007-02-01 23:13:59,FIXED
325557,2009-09-16 00:00:05,WORKSFORME
325581,2008-07-14 11:05:34,INVALID
325611,2006-02-03 07:35:57,INVALID
325613,2006-02-02 15:51:55,FIXED
325614,2006-02-26 11:25:49,INVALID
325616,2006-04-18 02:29:07,FIXED
325617,2006-02-09 09:25:35,INVALID
325620,2007-11-30 14:01:57,INCOMPLETE
325629,2008-04-26 13:57:11,WORKSFORME
325638,2006-05-16 11:59:46,INVALID
325647,2006-02-03 08:54:07,DUPLICATE
325653,2009-09-13 16:48:55,WORKSFORME
325666,2006-02-02 15:30:50,FIXED
325680,2006-06-19 15:56:04,FIXED
325685,2007-07-05 07:34:03,DUPLICATE
325688,2006-02-02 19:31:06,INVALID
325694,2006-02-02 20:38:19,DUPLICATE
325697,2006-09-15 12:47:18,FIXED
325700,2006-02-06 13:20:35,FIXED
325702,2006-02-06 08:02:12,WORKSFORME
325716,2008-08-09 07:52:18,INVALID
325721,2006-02-03 08:49:25,DUPLICATE
325725,2006-02-03 03:46:53,DUPLICATE
325728,2006-02-24 07:41:52,FIXED
325730,2006-03-09 13:19:14,FIXED
325731,2006-07-21 22:47:37,DUPLICATE
325733,2006-03-08 06:28:19,FIXED
325738,2006-02-18 14:41:30,DUPLICATE
325744,2006-06-16 21:03:51,WORKSFORME
325756,2007-06-13 12:02:14,INCOMPLETE
325765,2006-02-04 13:02:21,FIXED
325780,2006-02-09 23:07:59,FIXED
325783,2006-02-03 12:59:55,DUPLICATE
325793,2007-01-16 08:17:39,WORKSFORME
325795,2006-05-06 14:07:52,FIXED
325802,2011-01-04 16:12:55,INVALID
325814,2006-05-31 00:00:34,FIXED
325815,2006-02-04 08:23:55,FIXED
325816,2006-02-20 15:06:45,FIXED
325833,2009-05-30 03:45:16,WORKSFORME
325835,2006-05-23 12:53:03,DUPLICATE
325855,2006-02-21 17:34:38,FIXED
325863,2006-02-04 05:11:10,DUPLICATE
325875,2006-02-04 12:51:41,INVALID
325887,2006-02-05 12:36:05,DUPLICATE
